Index	Title	Content
10	Leadership: Transactional and transformational theories	Bernard Bass and colleagues developed the idea of two different types of leadership, transactional that involves exchange of labor for rewards and transformational which is based on concern for employees, intellectual stimulation, and providing a group vision.The transactional leader is given power to perform certain tasks and reward or punish for the team's performance. It gives the opportunity to the manager to lead the group and the group agrees to follow his lead to accomplish a predetermined goal in exchange for something else. Power is given to the leader to evaluate, correct, and train subordinates when productivity is not up to the desired level, and reward effectiveness when expected outcome is reached.
11	Leadership: Leader–member exchange theory	This LMX theory addresses a specific aspect of the leadership process is the leader–member exchange theory, which evolved from an earlier theory called the vertical dyad linkage model. Both of these models focus on the interaction between leaders and individual followers. Similar to the transactional approach, this interaction is viewed as a fair exchange whereby the leader provides certain benefits such as task guidance, advice, support, and/or significant rewards and the followers reciprocate by giving the leader respect, cooperation, commitment to the task and good performance. However, LMX recognizes that leaders and individual followers will vary in the type of exchange that develops between them. LMX theorizes that the type of exchanges between the leader and specific followers can lead to the creation of in-groups and out-groups. In-group members are said to have high-quality exchanges with the leader, while out-group members have low-quality exchanges with the leader.
12	Leadership: Emotions	"Leadership can be perceived as a particularly emotion-laden process, with emotions entwined with the social influence process. In an organization, the leader's mood has some effects on his/her group. These effects can be described in three levels:
The mood of individual group members. Group members with leaders in a positive mood experience more positive mood than do group members with leaders in a negative mood. The leaders transmit their moods to other group members through the mechanism of emotional contagion. Mood contagion may be one of the psychological mechanisms by which charismatic leaders influence followers.
The affective tone of the group. Group affective tone represents the consistent or homogeneous affective reactions within a group. Group affective tone is an aggregate of the moods of the individual members of the group and refers to mood at the group level of analysis. Groups with leaders in a positive mood have a more positive affective tone than do groups with leaders in a negative mood.
Group processes like coordination, effort expenditure, and task strategy. Public expressions of mood impact how group members think and act. When people experience and express mood, they send signals to others. Leaders signal their goals, intentions, and attitudes through their expressions of moods. For example, expressions of positive moods by leaders signal that leaders deem progress toward goals to be good. The group members respond to those signals cognitively and behaviorally in ways that are reflected in the group processes.In research about client service, it was found that expressions of positive mood by the leader improve the performance of the group, although in other sectors there were other findings.Beyond the leader's mood, her/his behavior is a source for employee positive and negative emotions at work. The leader creates situations and events that lead to emotional response. Certain leader behaviors displayed during interactions with their employees are the sources of these affective events. Leaders shape workplace affective events. Examples – feedback giving, allocating tasks, resource distribution. Since employee behavior and productivity are directly affected by their emotional states, it is imperative to consider employee emotional responses to organizational leaders. Emotional intelligence, the ability to understand and manage moods and emotions in the self and others, contributes to effective leadership within organizations."
13	Leadership: Neo-emergent theory	The neo-emergent leadership theory sees leadership as created through the emergence of information by the leader or other stakeholders, not through the true actions of the leader himself. In other words, the reproduction of information or stories form the basis of the perception of leadership by the majority. It is well known that the naval hero Lord Nelson often wrote his own versions of battles he was involved in, so that when he arrived home in England he would receive a true hero's welcome. In modern society, the press, blogs and other sources report their own views of leaders, which may be based on reality, but may also be based on a political command, a payment, or an inherent interest of the author, media, or leader. Therefore, one can argue that the perception of all leaders is created and in fact does not reflect their true leadership qualities at all.
14	Leadership: Leadership emergence	"Many personality characteristics were found to be reliably associated with leadership emergence. The list include, but is not limited to following: assertiveness, authenticity, Big Five personality factors, birth order, character strengths, dominance, emotional intelligence, gender identity, intelligence, narcissism, self-efficacy for leadership, self-monitoring and social motivation.
Leadership emergence is the idea that people born with specific characteristics become leaders, and those without these characteristics do not become leaders.  People like Mahatma Gandhi, Abraham Lincoln, and Nelson Mandela all share traits that an average person does not.  This includes people who choose to participate in leadership roles, as opposed to those who do not.  Research indicates that up to 30% of leader emergence has a genetic basis.
There is no current research indicating that there is a “leadership gene”, instead we inherit certain traits that might influence our decision to seek leadership.  Both anecdotal, and empirical evidence support a stable relationship between specific traits and leadership behavior. Using a large international sample researchers found that there are three factors that motivate leaders; affective identity, non-calculative, and social-normative."
15	Leadership: Assertiveness	The relationship between assertiveness and leadership emergence is curvilinear; individuals who are either low in assertiveness or very high in assertiveness are less likely to be identified as leaders.
16	Leadership: Authenticity	Individuals who are more aware of their personality qualities, including their values and beliefs, and are less biased when processing self-relevant information, are more likely to be accepted as leaders. See Authentic Leadership.
17	Leadership: Big Five personality factors	Those who emerge as leaders tend to be more: extroverted, conscientious, emotionally stable, and open to experience, although these tendencies are stronger in laboratory studies of leaderless groups. Agreeableness, the last factor of the Big Five personality traits, does not seem to play any meaningful role in leadership emergence
18	Leadership: Birth order	Those born first in their families and only children are hypothesized to be more driven to seek leadership and control in social settings. Middle-born children tend to accept follower roles in groups, and later-borns are thought to be rebellious and creative
19	Leadership: Character strengths	Those seeking leadership positions in a military organization had elevated scores on a number of indicators of strength of character, including honesty, hope, bravery, industry, and teamwork.
20	Leadership: Dominance	Individuals with dominant personalities – they describe themselves as high in the desire to control their environment and influence other people, and are likely to express their opinions in a forceful way – are more likely to act as leaders in small-group situations..
21	Leadership: Emotional intelligence	Individuals with high emotional intelligence have increased ability to understand and relate to people. They have skills in communicating and decoding emotions and they deal with others wisely and effectively. Such people communicate their ideas in more robust ways, are better able to read the politics of a situation, are less likely to lose control of their emotions, are less likely to be inappropriately angry or critical, and in consequence are more likely to emerge as leaders.
22	Leadership: Gender identity	Masculine individuals are more likely to emerge as leaders than are feminine individuals.
23	Leadership: Intelligence	Individuals with higher intelligence exhibit superior judgement, higher verbal skills, quicker learning and acquisition of knowledge, and are more likely to emerge as leaders. Correlation between IQ and leadership emergence was found to be between .25 and .30. However, groups generally prefer leaders that do not exceed intelligence prowess of average member by a wide margin, as they fear that high intelligence may be translated to differences in communication, trust, interests and values
24	Leadership: Narcissism	Individuals who take on leadership roles in turbulent situations, such as groups facing a threat or ones in which status is determined by intense competition among rivals within the group, tend to be narcissistic: arrogant, self-absorbed, hostile, and very self-confident.
25	Leadership: Self-efficacy for leadership	Confidence in one's ability to lead is associated with increases in willingness to accept a leadership role and success in that role.
26	Leadership: Self-monitoring	High self-monitors are more likely to emerge as the leader of a group than are low self-monitors, since they are more concerned with status-enhancement and are more likely to adapt their actions to fit the demands of the situation
27	Leadership: Social motivation	Individuals who are both success-oriented and affiliation-oriented, as assessed by projective measures, are more active in group problem-solving settings and are more likely to be elected to positions of leadership in such groups
28	Leadership: Leadership styles	"A leadership style is a leader's style of providing direction, implementing plans, and motivating people. It is the result of the philosophy, personality, and experience of the leader. Rhetoric specialists have also developed models for understanding leadership.
Different situations call for different leadership styles. In an emergency when there is little time to converge on an agreement and where a designated authority has significantly more experience or expertise than the rest of the team, an autocratic leadership style may be most effective; however, in a highly motivated and aligned team with a homogeneous level of expertise, a more democratic or Laissez-faire style may be more effective. The style adopted should be the one that most effectively achieves the objectives of the group while balancing the interests of its individual members.
A field in which leadership style has gained strong attention is that of military science, recently expressing a holistic and integrated view of leadership, including how a leader's physical presence determines how others perceive that leader. The factors of physical presence are military bearing, physical fitness, confidence, and resilience. The leader's intellectual capacity helps to conceptualize solutions and acquire knowledge to do the job. A leader's conceptual abilities apply agility, judgment, innovation, interpersonal tact, and domain knowledge. Domain knowledge for leaders encompasses tactical and technical knowledge as well as cultural and geopolitical awareness."
29	Leadership: Autocratic or authoritarian	"Under the autocratic leadership style, all decision-making powers are centralized in the leader, as with dictators.
Autocratic leaders do not entertain any suggestions or initiatives from subordinates. The autocratic management has been successful as it provides strong motivation to the manager. It permits quick decision-making, as only one person decides for the whole group and keeps each decision to him/herself until he/she feels it needs to be shared with the rest of the group."
30	Leadership: Participative or democratic	The democratic leadership style consists of the leader sharing the decision-making abilities with group members by promoting the interests of the group members and by practicing social equality. This has also been called shared leadership.
31	Leadership: Laissez-faire or Free-rein	In Laissez-faire or free-rein leadership, decision-making is passed on to the sub-ordinates. The sub-ordinates are given complete right and power to make decisions to establish goals and work out the problems or hurdles.
32	Leadership: Task-oriented and relationship-oriented	"Task-oriented leadership is a style in which the leader is focused on the tasks that need to be performed in order to meet a certain production goal. Task-oriented leaders are generally more concerned with producing a step-by-step solution for given problem or goal, strictly making sure these deadlines are met, results and reaching target outcomes.
Relationship-oriented leadership is a contrasting style in which the leader is more focused on the relationships amongst the group and is generally more concerned with the overall well-being and satisfaction of group members. Relationship-oriented leaders emphasize communication within the group, show trust and confidence in group members, and show appreciation for work done.
Task-oriented leaders are typically less concerned with the idea of catering to group members, and more concerned with acquiring a certain solution to meet a production goal. For this reason, they typically are able to make sure that deadlines are met, yet their group members' well-being may suffer. Relationship-oriented leaders are focused on developing the team and the relationships in it. The positives to having this kind of environment are that team members are more motivated and have support. However, the emphasis on relations as opposed to getting a job done might make productivity suffer."
33	Leadership: Leadership differences affected by sex	Another factor that covaries with leadership style is whether the person is male or female. When men and women come together in groups, they tend to adopt different leadership styles. Men generally assume an agentic leadership style. They are task-oriented, active, decision focused, independent and goal oriented. Women, on the other hand, are generally more communal when they assume a leadership position; they strive to be helpful towards others, warm in relation to others, understanding, and mindful of others' feelings. In general, when women are asked to describe themselves to others in newly formed groups, they emphasize their open, fair, responsible, and pleasant communal qualities. They give advice, offer assurances, and manage conflicts in an attempt to maintain positive relationships among group members. Women connect more positively to group members by smiling, maintaining eye contact and respond tactfully to others' comments. Men, conversely, describe themselves as influential, powerful and proficient at the task that needs to be done. They tend to place more focus on initiating structure within the group, setting standards and objectives, identifying roles, defining responsibilities and standard operating procedures, proposing solutions to problems, monitoring compliance with procedures, and finally, emphasizing the need for productivity and efficiency in the work that needs to be done. As leaders, men are primarily task-oriented, but women tend to be both task- and relationship-oriented. However, it is important to note that these sex differences are only tendencies, and do not manifest themselves within men and women across all groups and situations.
34	Leadership: Performance	"In the past, some researchers have argued that the actual influence of leaders on organizational outcomes is overrated and romanticized as a result of biased attributions about leaders. Despite these assertions, however, it is largely recognized and accepted by practitioners and researchers that leadership is important, and research supports the notion that leaders do contribute to key organizational outcomes. To facilitate successful performance it is important to understand and accurately measure leadership performance.
Job performance generally refers to behavior that is expected to contribute to organizational success. Campbell identified a number of specific types of performance dimensions; leadership was one of the dimensions that he identified. There is no consistent, overall definition of leadership performance. Many distinct conceptualizations are often lumped together under the umbrella of leadership performance, including outcomes such as leader effectiveness, leader advancement, and leader emergence. For instance, leadership performance may be used to refer to the career success of the individual leader, performance of the group or organization, or even leader emergence. Each of these measures can be considered conceptually distinct. While these aspects may be related, they are different outcomes and their inclusion should depend on the applied or research focus.
A toxic leader is someone who has responsibility over a group of people or an organization, and who abuses the leader–follower relationship by leaving the group or organization in a worse-off condition than when he/she joined it."
35	Leadership: Traits	"Most theories in the 20th century argued that great leaders were born, not made. Current studies have indicated that leadership is much more complex and cannot be boiled down to a few key traits of an individual. Years of observation and study have indicated that one such trait or a set of traits does not make an extraordinary leader. What scholars have been able to arrive at is that leadership traits of an individual do not change from situation to situation; such traits include intelligence, assertiveness, or physical attractiveness. However, each key trait may be applied to situations differently, depending on the circumstances. The following summarizes the main leadership traits found in research by Jon P. Howell, business professor at New Mexico State University and author of the book Snapshots of Great Leadership.
Determination and drive include traits such as initiative, energy, assertiveness, perseverance and sometimes dominance. People with these traits often tend to wholeheartedly pursue their goals, work long hours, are ambitious, and often are very competitive with others. Cognitive capacity includes intelligence, analytical and verbal ability, behavioral flexibility, and good judgment. Individuals with these traits are able to formulate solutions to difficult problems, work well under stress or deadlines, adapt to changing situations, and create well-thought-out plans for the future. Howell provides examples of Steve Jobs and Abraham Lincoln as encompassing the traits of determination and drive as well as possessing cognitive capacity, demonstrated by their ability to adapt to their continuously changing environments.Self-confidence encompasses the traits of high self-esteem, assertiveness, emotional stability, and self-assurance. Individuals who are self-confident do not doubt themselves or their abilities and decisions; they also have the ability to project this self-confidence onto others, building their trust and commitment. Integrity is demonstrated in individuals who are truthful, trustworthy, principled, consistent, dependable, loyal, and not deceptive. Leaders with integrity often share these values with their followers, as this trait is mainly an ethics issue. It is often said that these leaders keep their word and are honest and open with their cohorts. Sociability describes individuals who are friendly, extroverted, tactful, flexible, and interpersonally competent. Such a trait enables leaders to be accepted well by the public, use diplomatic measures to solve issues, as well as hold the ability to adapt their social persona to the situation at hand. According to Howell, Mother Teresa is an exceptional example who embodies integrity, assertiveness, and social abilities in her diplomatic dealings with the leaders of the world.Few great leaders encompass all of the traits listed above, but many have the ability to apply a number of them to succeed as front-runners of their organization or situation."
36	Leadership: Ontological-phenomenological model	"One of the more recent definitions of leadership comes from Werner Erhard, Michael C. Jensen, Steve Zaffron, and Kari Granger who describe leadership as ""an exercise in language that results in the realization of a future that wasn't going to happen anyway, which future fulfills the concerns of the relevant parties..."". This definition ensures that leadership is talking about the future and includes the fundamental concerns of the relevant parties.  This differs from relating to the relevant parties as ""followers"" and calling up an image of a single leader with others following.  Rather, a future that fulfills on the fundamental concerns of the relevant parties indicates the future that wasn't going to happen is not the ""idea of the leader"", but rather is what emerges from digging deep to find the underlying concerns of those who are impacted by the leadership."
37	Leadership: Organizations	"An organization that is established as an instrument or means for achieving defined objectives has been referred to as a formal organization. Its design specifies how goals are subdivided and reflected in subdivisions of the organization. Divisions, departments, sections, positions, jobs, and tasks make up this work structure. Thus, the formal organization is expected to behave impersonally in regard to relationships with clients or with its members. According to Weber's definition, entry and subsequent advancement is by merit or seniority. Employees receive a salary and enjoy a degree of tenure that safeguards them from the arbitrary influence of superiors or of powerful clients. The higher one's position in the hierarchy, the greater one's presumed expertise in adjudicating problems that may arise in the course of the work carried out at lower levels of the organization. It is this bureaucratic structure that forms the basis for the appointment of heads or chiefs of administrative subdivisions in the organization and endows them with the authority attached to their position.In contrast to the appointed head or chief of an administrative unit, a leader emerges within the context of the informal organization that underlies the formal structure. The informal organization expresses the personal objectives and goals of the individual membership. Their objectives and goals may or may not coincide with those of the formal organization. The informal organization represents an extension of the social structures that generally characterize human life — the spontaneous emergence of groups and organizations as ends in themselves.
In prehistoric times, humanity was preoccupied with personal security, maintenance, protection, and survival. Now humanity spends a major portion of waking hours working for organizations. The need to identify with a community that provides security, protection, maintenance, and a feeling of belonging has continued unchanged from prehistoric times. This need is met by the informal organization and its emergent, or unofficial, leaders.Leaders emerge from within the structure of the informal organization. Their personal qualities, the demands of the situation, or a combination of these and other factors attract followers who accept their leadership within one or several overlay structures. Instead of the authority of position held by an appointed head or chief, the emergent leader wields influence or power. Influence is the ability of a person to gain co-operation from others by means of persuasion or control over rewards. Power is a stronger form of influence because it reflects a person's ability to enforce action through the control of a means of punishment.A leader is a person who influences a group of people towards a specific result. It is not dependent on title or formal authority. Ogbonnia defines an effective leader ""as an individual with the capacity to consistently succeed in a given condition and be viewed as meeting the expectations of an organization or society."" Leaders are recognized by their capacity for caring for others, clear communication, and a commitment to persist. An individual who is appointed to a managerial position has the right to command and enforce obedience by virtue of the authority of their position. However, she or he must possess adequate personal attributes to match this authority, because authority is only potentially available to him/her. In the absence of sufficient personal competence, a manager may be confronted by an emergent leader who can challenge her/his role in the organization and reduce it to that of a figurehead. However, only authority of position has the backing of formal sanctions. It follows that whoever wields personal influence and power can legitimize this only by gaining a formal position in the hierarchy, with commensurate authority. Leadership can be defined as one's ability to get others to willingly follow. Every organization needs leaders at every level."
