Index	Title	Content
10	Emotional intelligence: General effects	"A review published in the journal of Annual Psychology found that higher emotional intelligence is positively correlated with:
Better social relations for children – Among children and teens, emotional intelligence positively correlates with good social interactions, relationships and negatively correlates with deviance from social norms, anti-social behavior measured both in and out of school as reported by children themselves, their own family members as well as their teachers.
Better social relations for adults – High emotional intelligence among adults is correlated with better self-perception of social ability and more successful interpersonal relationships while less interpersonal aggression and problems.
Highly emotionally intelligent individuals are perceived more positively by others – Other individuals perceive those with high EI to be more pleasant, socially skilled and empathic to be around.
Better family and intimate relationships – High EI is correlated with better relationships with the family and intimate partners on many aspects.
Better academic achievement – Emotional intelligence is correlated with greater achievement in academics as reported by teachers but generally not  higher grades once the factor of IQ is taken into account.
Better social relations during work performance and in negotiations – Higher emotional intelligence is correlated with better social dynamics at work as well as better negotiating ability.
Better psychological well-being - Emotional intelligence is positively correlated with higher life satisfaction, self-esteem and lower levels of insecurity or depression. It is also negatively correlated with poor health choices and behavior.
Allows for self-compassion - Emotionally intelligent individuals are more likely to have a better understanding of themselves, and to make conscious decisions based on emotion and rationale combined. Overall, it leads a person to self-actualization."
11	Emotional intelligence: Cannot be recognized as form of intelligence	"Goleman's early work has been criticized for assuming from the beginning that EI is a type of intelligence or cognitive ability. Eysenck writes that Goleman's description of EI contains unsubstantiated assumptions about intelligence in general, and that it even runs contrary to what researchers have come to expect when studying types of intelligence:

"" exemplifies more clearly than most the fundamental absurdity of the tendency to class almost any type of behavior as an 'intelligence'... If these five 'abilities' define 'emotional intelligence', we would expect some evidence that they are highly correlated; Goleman admits that they might be quite uncorrelated, and in any case if we cannot measure them, how do we know they are related? So the whole theory is built on quicksand: there is no sound scientific basis.""

Similarly, Locke claims that the concept of EI is in itself a misinterpretation of the intelligence construct, and he offers an alternative interpretation: it is not another form or type of intelligence, but intelligence—the ability to grasp abstractions—applied to a particular life domain: emotions. He suggests the concept should be re-labeled and referred to as a skill.
The essence of this criticism is that scientific inquiry depends on valid and consistent construct utilization, and that before the introduction of the term EI, psychologists had established theoretical distinctions between factors such as abilities and achievements, skills and habits, attitudes and values, and personality traits and emotional states. Thus, some scholars believe that the term EI merges and conflates such accepted concepts and definitions."
12	Emotional intelligence: Confusing skills with moral qualities	Adam Grant warned of the common but mistaken perception of EI as a desirable moral quality rather than a skill, Grant asserting that a well-developed EI is not only an instrumental tool for accomplishing goals, but has a dark side as a weapon for manipulating others by robbing them of their capacity to reason.
13	Emotional intelligence: Has little predictive value	"Landy claimed that the few incremental validity studies conducted on EI have shown that it adds little or nothing to the explanation or prediction of some common outcomes. Landy suggested that the reason why some studies have found a small increase in predictive validity is a methodological fallacy, namely, that alternative explanations have not been completely considered:

""EI is compared and contrasted with a measure of abstract intelligence but not with a personality measure, or with a personality measure but not with a measure of academic intelligence."" Landy

Similarly, other researchers have raised concerns about the extent to which self-report EI measures correlate with established personality dimensions. Generally, self-report EI measures and personality measures have been said to converge because they both purport to measure personality traits. Specifically, there appear to be two dimensions of the Big Five that stand out as most related to self-report EI – neuroticism and extroversion. In particular, neuroticism has been said to relate to negative emotionality and anxiety. Intuitively, individuals scoring high on neuroticism are likely to score low on self-report EI measures.
The interpretations of the correlations between EI questionnaires and personality have been varied. The prominent view in the scientific literature is the Trait EI view, which re-interprets EI as a collection of personality traits."
14	Emotional intelligence: Ability model	"Salovey and Mayer's conception of EI strives to define EI within the confines of the standard criteria for a new intelligence. Following their continuing research, their initial definition of EI was revised to ""The ability to perceive emotion, integrate emotion to facilitate thought, understand emotions and to regulate emotions to promote personal growth."" However, after pursuing further research, their definition of EI evolved into ""the capacity to reason about emotions, and of emotions, to enhance thinking. It includes the abilities to accurately perceive emotions, to access and generate emotions so as to assist thought, to understand emotions and emotional knowledge, and to reflectively regulate emotions so as to promote emotional and intellectual growth."" The ability-based model views emotions as useful sources of information that help one to make sense of and navigate the social environment. The model proposes that individuals vary in their ability to process information of an emotional nature and in their ability to relate emotional processing to a wider cognition. This ability is seen to manifest itself in certain adaptive behaviors. The model claims that EI includes four types of abilities:

Perceiving emotions – the ability to detect and decipher emotions in faces, pictures, voices, and cultural artifacts—including the ability to identify one's own emotions. Perceiving emotions represents a basic aspect of emotional intelligence, as it makes all other processing of emotional information possible.
Using emotions – the ability to harness emotions to facilitate various cognitive activities, such as thinking and problem solving. The emotionally intelligent person can capitalize fully upon his or her changing moods in order to best fit the task at hand.
Understanding emotions – the ability to comprehend emotion language and to appreciate complicated relationships among emotions. For example, understanding emotions encompasses the ability to be sensitive to slight variations between emotions, and the ability to recognize and describe how emotions evolve over time.
Managing emotions – the ability to regulate emotions in both ourselves and in others. Therefore, the emotionally intelligent person can harness emotions, even negative ones, and manage them to achieve intended goals.The ability EI model has been criticized in the research for lacking face and predictive validity in the workplace. However, in terms of construct validity, ability EI tests have great advantage over self-report scales of EI because they compare individual maximal performance to standard performance scales and do not rely on individuals' endorsement of descriptive statements about themselves."
15	Emotional intelligence: Self-report measures susceptible to faking	"More formally termed socially desirable responding, faking good is defined as a response pattern in which test-takers systematically represent themselves with an excessive positive bias. This bias has long been known to contaminate responses on personality inventories, acting as a mediator of the relationships between self-report measures.It has been suggested that responding in a desirable way is a response set, which is a situational and temporary response pattern. This is contrasted with a response style, which is a more long-term trait-like quality. Considering the contexts some self-report EI inventories are used in, the problems of response sets in high-stakes scenarios become clear.
There are a few methods to prevent socially desirable responding on behavior inventories. Some researchers believe it is necessary to warn test-takers not to fake good before taking a personality test. Some inventories use validity scales in order to determine the likelihood or consistency of the responses across all items."
16	Emotional intelligence: Predictive power unsubstantiated	"Landy distinguishes between the ""commercial wing"" and ""the academic wing"" of the EI movement, basing this distinction on the alleged predictive power of EI as seen by the two currents. According to Landy, the former makes expansive claims on the applied value of EI, while the latter is trying to warn users against these claims. As an example, Goleman asserts that ""the most effective leaders are alike in one crucial way: they all have a high degree of what has come to be known as emotional intelligence. ...emotional intelligence is the sine qua non of leadership"". In contrast, Mayer cautions ""the popular literature's implication—that highly emotionally intelligent people possess an unqualified advantage in life—appears overly enthusiastic at present and unsubstantiated by reasonable scientific standards."" Landy further reinforces this argument by noting that the data upon which these claims are based are held in ""proprietary databases"", which means they are unavailable to independent researchers for reanalysis, replication, or verification. Thus, the credibility of the findings cannot be substantiated in a scientific way, unless those datasets are made public and available for independent analysis.
In an academic exchange, Antonakis and Ashkanasy/Dasborough mostly agreed that researchers testing whether EI matters for leadership have not done so using robust research designs; therefore, currently there is no strong evidence showing that EI predicts leadership outcomes when accounting for personality and IQ. Antonakis argued that EI might not be needed for leadership effectiveness. A recently published meta-analysis seems to support the Antonakis position: In fact, Harms and Credé found that overall, EI measures correlated only ρ = 0.11 with measures of transformational leadership. Ability-measures of EI fared worst; the WLEIS did a bit better, and the Bar-On measure better still. However, the validity of these estimates does not include the effects of IQ or the big five personality, which correlate both with EI measures and leadership. In a subsequent paper analyzing the impact of EI on both job performance and leadership, Harms and Credé found that the meta-analytic validity estimates for EI dropped to zero when Big Five traits and IQ were controlled for. Joseph and Newman meta-analytically showed the same result for Ability EI.
However, it is important to note that self-reported and Trait EI measures retain a fair amount of predictive validity for job performance after controlling Big Five traits and IQ. Newman, Joseph, and MacCann contend that the greater predictive validity of Trait EI measures is due to their inclusion of content related to achievement motivation, self efficacy, and self-rated performance. Meta-analytic evidence confirms that self-reported emotional intelligence predicting job performance is due to mixed EI and trait EI measures' tapping into self-efficacy and self-rated performance, in addition to the domains of Neuroticism, Extraversion, Conscientiousness, and IQ. As such, the predictive ability of mixed EI to job performance drops to nil when controlling for these factors."
17	Emotional intelligence: NICHD pushes for consensus	"The National Institute of Child Health and Human Development has recognized that because there are divisions about the topic of emotional intelligence, the mental health community needs to agree on some guidelines to describe good mental health and positive mental living conditions. In their section, ""Positive Psychology and the Concept of Health"", they explain. ""Currently there are six competing models of positive health, which are based on concepts such as being above normal, character strengths and core virtues, developmental maturity, social-emotional intelligence, subjective well-being, and resilience. But these concepts define health in philosophical rather than empirical terms. Dr.  Becker suggested the need for a consensus on the concept of positive psychological health...""."
18	Emotional intelligence: Bullying	"Bullying is abusive social interaction between peers which can include aggression, harassment, and violence. Bullying is typically repetitive and enacted by those who are in a position of power over the victim. A growing body of research illustrates a significant relationship between bullying and emotional intelligence. Emotional intelligence is a set of abilities related to the understanding, use and management of emotion as it relates to one's self and others. Mayer et al., defines the dimensions of overall EI as: ""accurately perceiving emotion, using emotions to facilitate thought, understanding emotion, and managing emotion"". The concept combines emotional and intellectual processes. Lower emotional intelligence appears to be related to involvement in bullying, as the bully and/or the victim of bullying. EI seems to play an important role in both bullying behavior and victimization in bullying; given that EI is illustrated to be malleable, EI education could greatly improve bullying prevention and intervention initiatives."
19	Emotional intelligence: Job performance	"Research of EI and job performance shows mixed results: a positive relation has been found in some of the studies, while in others there was no relation or an inconsistent one. This led researchers Cote and Miners to offer a compensatory model between EI and IQ, that posits that the association between EI and job performance becomes more positive as cognitive intelligence decreases, an idea first proposed in the context of academic performance. The results of the former study supported the compensatory model: employees with low IQ get higher task performance and organizational citizenship behavior directed at the organization, the higher their EI. It has also been observed that there is no significant link between emotional intelligence and work attitude behavior.A more recent study suggests that EI is not necessarily a universally positive trait. They found a negative correlation between EI and managerial work demands; while under low levels of managerial work demands, they found a negative relationship between EI and teamwork effectiveness. An explanation for this may suggest gender differences in EI, as women tend to score higher levels than men. This furthers the idea that job context plays a role in the relationships between EI, teamwork effectiveness, and job performance. Another find was discussed in a study that assessed a possible link between EI and entrepreneurial behaviors and success.Although studies between emotional intelligence and job performance has shown mixed results of high and low correlations, EI is undeniably better predictor than most of the hiring methods commonly used in companies, such as letter of references, cover letter, among others. By 2008, 147 companies and consulting firms in U.S had developed programmes that involved EI for training and hiring employees. Van Rooy and Viswesvaran showed that EI correlated significantly with different domains in performance, ranging from .24 for job performance to .10 for academic performance. These findings may contribute organisations in different ways. For instance, employees high on EI would be more aware of their own emotions and from others, which in turn, could lead companies to better profits and less unnecessary expenses. This is especially important for expatriate managers, who have to deal with mixed emotions and feelings, while adapting to a new working culture. Moreover, employees high in EI show more confidence in their roles, which allow them to face demanding tasks positively.According to a popular science book by the journalist Daniel Goleman, emotional intelligence accounts for more career success than IQ. Similarly, other studies argued that employees high on EI perform substantially better than employees low in EI. This measured by self-reports and different work performance indicators, such as wages, promotions and salary increase. According to Lopes and his colleagues, EI contributes to develop strong and positive relationships with co-workers and perform efficiently in work teams. This benefits performance of workers by providing emotional support and instrumental resources needed to succeed in their roles. Also, emotional intelligent employees have better resources to cope with stressing situations and demanding tasks, which enable them to outperform in those situations. For instance, Law et al. found that EI was the best predictor of job performance beyond general cognitive ability among IT scientist in computer company in China. Similarly, Sy, Tram, and O’Hara found that EI was associated positively with job performance in employees from a food service company.In the job performance – emotional intelligence correlation is important to consider the effects of managing up, which refers to the good and positive relationship between the employee and his/her supervisor. Previous research found that quality of this relationship could interfere in the results of the subjective rating of job performance evaluation. Emotional intelligent employees devote more of their working time on managing their relationship with supervisors. Hence, the likelihood of  obtaining better results on performance evaluation is greater for employees high in EI than for employees with low EI.  Based on theoretical and methodological approaches, EI measures are categorized in three main streams: stream 1: ability-based measures, stream 2: self-reports of abilities measures and stream 3: mixed-models, which include measures of EI and traditional social skills. O’Boyle Jr. and his colleagues found that the three EI streams together had a positive correlation of 0.28 with job performance. Similarly, each of EI streams independently obtained a positive correlation of 0.24, 0.30 and 0.28, respectively. Stream 2 and 3 showed an incremental validity for predicting job performance over and above personality and general cognitive ability. Both, stream 2 and 3 were the second most important predictor of job performance below general cognitive ability. Stream 2 explained 13.6% of the total variance; whereas stream 3, explained 13.2%. In order to examine the reliability of these findings, a publication bias analysis was developed. Results indicated that studies on EI-job performance correlation prior to 2010 do not present substantial evidences to suggest the presence of publication bias.
Despite the validity of previous findings, some researchers still question whether EI – job performance correlation makes a real impact on business strategies. They argue that popularity of emotional intelligence’s studies is due to media advertising, rather than objective scientific findings. Also, it is mentioned that relationship between job performance and EI is not as strong as suggested. This relationship requires the presence of other constructs to rise important outcomes. For instance, previous studies found that EI is positively associated with teamwork effectiveness under job contexts of high managerial work demands, which improves job performance. This is due to activation of strong emotions during performance on this job context. In this scenario, emotional intelligent individuals show a better set of resources to succeed on their roles. However, individuals with high EI show a similar level of performance than non-emotional intelligent employees under different job contexts. Moreover, Joseph and Newman suggested that emotional perception and emotional regulation components of EI highly contribute to job performance under job contexts of high emotional demands. Moon and Hur found that emotional exhaustion significantly influences the job performance – EI relationship. Emotional exhaustion showed a negative association with two components of EI. This association impacted negatively to job performance, as well. Hence, job performance – EI relationship is stronger under contexts of high emotional exhaustion or burn-out; in other words, employees with high levels of optimism and social skills possess better resources to outperform when facing high emotional exhaustion contexts."
20	Emotional intelligence: Health	A 2007 meta-analysis of 44 effect sizes by Schutte found that emotional intelligence was associated with better mental and physical health. Particularly, trait EI had the stronger association with mental and physical health. This was replicated again in 2010 by researcher Alexandra Martin  who found trait EI as a strong predictor for health after conducting a meta-analysis based on 105 effect sizes and 19,815 participants. This meta-analysis also indicated that this line of research reached enough sufficiency and stability in concluding EI as a positive predictor for health.
21	Emotional intelligence: Self-esteem and drug dependence	"A 2012 study cross examined emotional intelligence, self-esteem and marijuana dependence. Out of a sample of 200, 100 of whom were dependent on cannabis and the other 100 emotionally healthy, the dependent group scored exceptionally low on EI when compared to the control group. They also found that the dependent group also scored low on self-esteem when compared to the control.
Another study in 2010 examined whether or not low levels of EI had a relationship with the degree of drug and alcohol addiction. In the assessment of 103 residents in a drug rehabilitation center, they examined their EI along with other psychosocial factors in a one-month interval of treatment. They found that participants' EI scores improved as their levels of addiction lessened as part of their treatment."
22	Emotional intelligence: Utilization	It has been noted that having EI as a skill can increase one's own well being. In other words, individuals who are conscious of the emotions of themselves and others have the privilege of enhancing relationships. It also allows people to see the multiple perspectives of a given situation, and acknowledge others' feelings about the event.
