Index	Title	Content
10	Whistleblower: Ethics	"The definition of ethics is the moral principles that govern a person's or group's behavior. The ethical implications of whistleblowing can be negative as well as positive. However, sometimes employees may blow the whistle as an act of revenge. Rosemary O'Leary explains this in her short volume on a topic called guerrilla government. ""Rather than acting openly, guerrillas often choose to remain ""in the closet,"" moving clandestinely behind the scenes, salmon swimming upstream against the current of power. Over the years, I have learned that the motivations driving guerrillas are diverse. The reasons for acting range from the altruistic to the seemingly petty. Taken as a whole, their acts are as awe inspiring as saving human lives out of a love of humanity and as trifling as slowing the issuance of a report out of spite or anger."" For example, of the more than 1,000 whistleblower complaints that are filed each year with the Pentagon's Inspector General, about 97 percent are not substantiated. It is believed throughout the professional world that an individual is bound to secrecy within their work sector. Discussions of whistleblowing and employee loyalty usually assume that the concept of loyalty is irrelevant to the issue or, more commonly, that whistleblowing involves a moral choice that pits the loyalty that an employee owes an employer against the employee's responsibility to serve the public interest. Robert A. Larmer describes the standard view of whistleblowing in the Journal of Business Ethics by explaining that an employee possesses prima facie duties of loyalty and confidentiality to their employers and that whistleblowing cannot be justified except on the basis of a higher duty to the public good. It is important to recognize that in any relationship which demands loyalty the relationship works both ways and involves mutual enrichment.The ethics of Edward Snowden's actions have been widely discussed and debated in news media and academia worldwide. Edward Snowden released classified intelligence to the American people in an attempt to allow Americans to see the inner workings of the government. A person is diligently tasked with the conundrum of choosing to be loyal to the company or to blow the whistle on the company's wrongdoing. Discussions on whistleblowing generally revolve around three topics: attempts to define whistleblowing more precisely, debates about whether and when whistleblowing is permissible, and debates about whether and when one has an obligation to blow the whistle."
11	Whistleblower: Motivations	"Many whistleblowers have stated that they were motivated to take action to put an end to unethical practices, after witnessing injustices in their businesses or organizations. A 2009 study found that whistleblowers are often motivated to take action when they notice a sharp decline in ethical practices, as opposed to a gradual worsening. There are generally two metrics by which whistleblowers determine if a practice is unethical. The first metric involves a violation of the organization's bylaws or written ethical policies. These violations allow individuals to concretize and rationalize blowing the whistle. On the other hand, ""value-driven"" whistleblowers are influenced by their personal codes of ethics. In these cases, whistleblowers have been criticized for being driven by personal biases.In addition to ethics, social and organizational pressure are a motivating forces. A 2012 study identified that individuals are more likely to blow the whistle when several others know about the wrongdoing, because they would otherwise fear consequences for keeping silent. In cases when one person is causing an injustice, the individual who notices the injustice may file a formal report, rather than confronting the wrongdoer, because confrontation would be more emotionally and psychologically stressful. Furthermore, individuals may be motivated to report unethical behavior when they believe their organizations will support them. Professionals in management roles may feel responsibility to blow the whistle in order to uphold the values and rules of their organizations."
12	Whistleblower: Legality of whistleblowing	"Legal protection for whistleblowing varies from country to country and may depend on the country of the original activity, where and how secrets were revealed, and how they eventually became published or publicized. Over a dozen countries have now adopted comprehensive whistleblower protection laws that create mechanisms for reporting wrongdoing and provide legal protections to whistleblowers. Over 50 countries have adopted more limited protections as part of their anti-corruption, freedom of information, or employment laws. For purposes of the English Wikipedia, this section emphasizes the English-speaking world and covers other regimes only insofar as they represent exceptionally greater or lesser protections.
To be a whistleblower takes bravery. Barry Adams explains the options  as, ""The list of negative consequences to whistleblowing seems endless: broken promises to fix the problem, disillusionment, isolation, humiliation, formation of an 'anti-you' group, loss of job, questioning of the whistleblower's mental health, vindictive tactics to make the individual's work more difficult and/or insignificant, assassination of character, formal reprimand, and difficult court proceedings."" It all depends on the level of what information one reveals and to whom. The consequences vary from a corporate whistleblower to federal whistleblower.  The 1st and 14th amendment protects to an extent and guarantees protection for practical allegations from retaliation.Lachman, V. D.. Retrieved March 30, 2016, from medscape.com</ref>"
13	Whistleblower: Australia	"There are laws in a number of states. The former NSW Police Commissioner Tony Lauer summed up official government and police attitudes as: ""Nobody in Australia much likes whistleblowers, particularly in an organization like the police or the government.""
Whistleblowers Australia is an association for those who have exposed corruption or any form of malpractice, especially if they were then hindered or abused."
14	Whistleblower: Canada	"The Office of the Public Sector Integrity Commissioner of Canada provides a safe and confidential mechanism enabling public servants and the general public to disclose wrongdoings committed in the public sector. It also protects from reprisal public servants who have disclosed wrongdoing and those who have cooperated in investigations. The Office's goal is to enhance public confidence in Canada's federal public institutions and in the integrity of public servants.Mandated by the Public Servants Disclosure Protection Act, PSIC is a permanent and independent Agent of Parliament. The Act, which came into force on April 15, 2007, applies to most of the federal public sector, approximately 400,000 public servants. This includes government departments and agencies, parent Crown corporations, the Royal Canadian Mounted Police and other federal public sector bodies.
Not all disclosures lead to an investigation as the Act sets out the jurisdiction of the Commissioner and gives the option not to investigate under certain circumstances. On the other hand, if PSIC conducts an investigation and finds no wrongdoing was committed, the Commissioner must report his findings to the discloser and to the organization's chief executive. Also, reports of founded wrongdoing are presented before the House of Commons and the Senate in accordance with The Act. As of June 2014, a total of 9 reports have been tabled in Parliament.The Act also established the Public Servants Disclosure Protection Tribunal to protect public servants by hearing reprisal complaints referred by the Public Sector Integrity Commissioner. The Tribunal can grant remedies in favour of complainants and order disciplinary action against persons who take reprisals.
PSIC's current Commissioner is Mr. Mario Dion. Previously, he has served in various senior roles in the public service, including as Associate Deputy Minister of Justice, Executive Director and Deputy Head of the Office of Indian Residential Schools Resolution of Canada, and as Chair of the National Parole Board."
15	Whistleblower: Jamaica	In Jamaica, the Protected Disclosures Act, 2011 received assent in March 2011. It creates a comprehensive system for the protection of whistleblowers in the public and private sector. It is based on the Public Interest Disclosure Act 1998.
16	Whistleblower: India	The Government of India has been considering adopting a whistleblower protection law for several years. In 2003, the Law Commission of India recommended the adoption of the Public Interest Disclosure Act, 2002. In August 2010, the Public Interest Disclosure and Protection of Persons Making the Disclosures Bill, 2010 was introduced into the Lok Sabha, lower house of the Parliament of India. The Bill was approved by the cabinet in June, 2011. The Public Interest Disclosure and Protection of Persons Making the Disclosures Bill, 2010 was renamed as The Whistleblowers' Protection Bill, 2011 by the Standing Committee on Personnel, Public Grievances, Law and Justice. The Whistleblowers' Protection Bill, 2011 was passed by the Lok Sabha on 28 December 2011. and by the Rajyasabha on 21 February 2014. The Whistle Blowers Protection Act, 2011 has received the Presidential assent on May 9, 2014 and the same has been subsequently published in the official gazette of the Government of India on May 9, 2014 by the Ministry of Law and Justice, Government of India.
17	Whistleblower: Ireland	The government of Ireland committed to adopting a comprehensive whistleblower protection law in January 2012. The bill reportedly covers both the public and private sectors.
18	Whistleblower: Netherlands	The Netherlands has measures in place to mitigate the risks of whistleblowing: the whistleblower advice centre offers advice to whistleblowers, and the Parliament recently passed a proposal to establish a so-called house for whistleblowers, to protect them from the severe negative consequences that they might endure. Dutch media organizations also provide whistleblower support; on 9 September 2013 a number of major Dutch media outlets supported the launch of Publeaks,  which provides a secure website for people to leak documents to the media. Publeaks is designed to protect whistleblowers. It operates on the GlobaLeaks software developed by the Hermes Center for Transparency and Digital Human Rights, which supports whistleblower-oriented technologies internationally.
19	Whistleblower: Switzerland	"The Swiss Council of States agreed on a draft amendment of the Swiss Code of Obligations in September 2014. The draft introduces articles 321abis to 321asepties, 328(3), 336(2)(d). An amendment of article 362(1) adds articles 321abis to 321asepties to the list of provisions that may not be overruled by labour and bargaining agreements.
Article 321ater introduces an obligation on employees to report irregularities to their employer before reporting to an authority. An employee will, however, not breach his duty of good faith if he reports an irregularity to an authority and

a period set by the employer and no longer than 60 days has lapsed since the employee has reported the incident to his employer, and
the employer has not addressed the irregularity or it is obvious that the employer has insufficiently addressed the irregularity.Article 321aquarter provides that an employee may exceptionally directly report to an authority. Exceptions apply in cases

where the employee is in a position to objectively demonstrate that a report to his employer will prove ineffective,
where the employee has to anticipate dismissal,
where the employee must assume that the competent authority will be hindered in investigating the irregularity, or
where there is a direct and serious hazard to life, to health, to safety, or to the environment.The draft does not improve on protection against dismissal for employees who report irregularities to their employer. The amendment does not provide for employees anonymously filing their observations of irregularities."
20	Whistleblower: United Kingdom	"Whistleblowing in the United Kingdom is subject to the Public Interest Disclosure Act 1998.
The Freedom to Speak Up Review set out 20 principles to bring about improvements to help whistleblowers in the NHS, including:

Culture of raising concerns – to make raising issues a part of normal routine business of a well-led NHS organization.
Culture free from bullying – freedom of staff to speak out relies on staff being able to work in a culture which is free from bullying.
Training – every member of staff should receive training in their trust's approach to raising concerns and in receiving and acting on them.
Support – all NHS trusts should ensure there is a dedicated person to whom concerns can be easily reported and without formality, a ""speak up guardian"" .
Support to find alternative employment in the NHS – where a worker who has raised a concern cannot, as a result, continue their role, the NHS should help them seek an alternative job.Monitor produced a whistleblowing policy in November 2015 that all NHS organizations in England are obliged to follow.  It explicitly says that anyone bullying or acting against a whistleblower could be potentially liable to disciplinary action."
21	Whistleblower: United States	"Whistleblowing tradition in the United States started with Benjamin Franklin leaking a few letters Hutchinson had written to Thomas Whately, resulting in the American Revolution.To be considered a whistleblower in the United States, most federal whistleblower statutes require that federal employees have reason to believe their employer violated some law, rule, or regulation; testify or commence a legal proceeding on the legally protected matter; or refuse to violate the law.
In cases where whistleblowing on a specified topic is protected by statute, U.S. courts have generally held that such whistleblowers are protected from retaliation. However, a closely divided U.S. Supreme Court decision, Garcetti v. Ceballos held that the First Amendment free speech guarantees for government employees do not protect disclosures made within the scope of the employees' duties.
In the United States, legal protections vary according to the subject matter of the whistleblowing, and sometimes the state where the case arises. In passing the 2002 Sarbanes–Oxley Act, the Senate Judiciary Committee found that whistleblower protections were dependent on the ""patchwork and vagaries"" of varying state statutes. Still, a wide variety of federal and state laws protect employees who call attention to violations, help with enforcement proceedings, or refuse to obey unlawful directions.
The first US law adopted specifically to protect whistleblowers was the 1863 United States False Claims Act, which tried to combat fraud by suppliers of the United States government during the American Civil War. The Act encourages whistleblowers by promising them a percentage of the money recovered by the government and by protecting them from employment retaliation.Another US law that specifically protects whistleblowers is the Lloyd–La Follette Act of 1912. It guaranteed the right of federal employees to furnish information to the United States Congress. The first US environmental law to include an employee protection was the Clean Water Act of 1972. Similar protections were included in subsequent federal environmental laws, including the Safe Drinking Water Act, Resource Conservation and Recovery Act, Toxic Substances Control Act of 1976, Energy Reorganization Act of 1974, Comprehensive Environmental Response, Compensation, and Liability Act, and the Clean Air Act. Similar employee protections enforced through OSHA are included in the Surface Transportation Assistance Act to protect truck drivers, the Pipeline Safety Improvement Act of 2002, the Wendell H. Ford Aviation Investment and Reform Act for the 21st Century, and the Sarbanes–Oxley Act, enacted on July 30, 2002.
Investigation of retaliation against whistleblowers under 20 federal statutes falls under the jurisdiction of the Office of the Whistleblower Protection Program of the United States Department of Labor's Occupational Safety and Health Administration. New whistleblower statutes enacted by Congress, which are to be enforced by the Secretary of Labor, are generally delegated by a Secretary's Order to OSHA's Office of the Whistleblower Protection Program.
The patchwork of laws means that victims of retaliation need to be aware of the laws at issue to determine the deadlines and means for making proper complaints. Some deadlines are as short as 10 days, while others are up to 300 days.
Those who report a false claim against the federal government, and suffer adverse employment actions as a result, may have up to six years to file a civil suit for remedies under the US False Claims Act. Under a qui tam provision, the ""original source"" for the report may be entitled to a percentage of what the government recovers from the offenders. However, the ""original source"" must also be the first to file a federal civil complaint for recovery of the federal funds fraudulently obtained, and must avoid publicizing the claim of fraud until the US Justice Department decides whether to prosecute the claim itself. Such qui tam lawsuits must be filed under seal, using special procedures to keep the claim from becoming public until the federal government makes its decision on direct prosecution.

The Espionage Act of 1917 has been used to prosecute whistleblowers in the United States including Edward Snowden and Chelsea Manning. In 2013, Manning was convicted of violating the Espionage Act and sentenced to 35 years in prison for leaking sensitive military documents to WikiLeaks. The same year, Snowden was charged with violating the Espionage Act for releasing confidential documents belonging to the NSA.Section 922 of the Dodd–Frank Wall Street Reform and Consumer Protection Act in the United States incentivizes and protects whistleblowers. By Dodd-Frank, the U.S. Securities and Exchange Commission financially rewards whistleblowers for providing original information about violations of federal securities laws that results in sanctions of at least $1M. Common violations of federal securities laws that could lead to an SEC award include: accounting fraud at public companies, investment and securities fraud, insider trading, foreign bribery and other violations of the Foreign Corrupt Practices Act, EB-5 investment fraud, Ponzi schemes, unregistered securities offerings, and deceptive non-GAAP financial measures in the SEC filings of public companies. As of May 31, 2017, the SEC has issued more than $154 million to whistleblowers.Additionally, Dodd-Frank offers job security to whistleblowers by illegalizing termination or discrimination due to whistleblowing. The whistleblower provision has proven successful; after the enactment of Dodd-Frank, the SEC charged KBR and BlueLinx Holdings Inc. with violating the whistleblower protection Rule 21F-17 by having employees sign confidentiality agreements that threatened repercussions for discussing internal matters with outside parties. As of his recent election, President Donald Trump has announced plans to dismantle Dodd-Frank, which may negatively impact whistleblower protection in the United States.The federally recognized National Whistleblower Appreciation Day is observed annually on July 30, on the anniversary of the country's original 1778 whistleblower protection law."
22	Whistleblower: Other countries	There are comprehensive laws in New Zealand and South Africa. A number of other countries have recently adopted comprehensive whistleblower laws including Ghana, South Korea, and Uganda. They are also being considered in Kenya and Rwanda. The European Court of Human Rights ruled in 2008 that whistleblowing was protected as freedom of expression. And in February 2017, Nigeria also set up the whistleblowing policy against corruption and other ills in the country.
23	Whistleblower: Advocacy for whistleblower rights and protections	Many NGOs advocate for stronger and more comprehensive legal rights and protections for whistleblowers. Among them are the Government Accountability Project, Blueprint for Free Speech, Public Concern at Work and the Open Democracy Advice Centre
24	Whistleblower: Modern methods used for whistleblower protection	Whistleblowers that may be at risk of those they are exposing are now using encryption methods and anonymous content sharing software to protect their identity. Tor, a highly accessible anonymity network, is one that is frequently used by whistleblowers around the world. Tor has undergone a number of large security updates to protect the identities of potential whistleblowers who may wish to anonymously leak information.Recently specialized whistleblowing software like SecureDrop and GlobaLeaks has been built on top of the Tor technology in order to incentivize and simplify its adoption for secure whistleblowing.
25	Whistleblower: In popular culture	"In 2016, the rock band Thrice released a song titled ""Whistleblower"" off of the album To Be Everywhere Is to Be Nowhere. The song is written from the perspective of Snowden."
