Index	Title	Content
10	Corporate social responsibility: Accounting, auditing and reporting	"Social accounting is the communication of social and environmental effects of a company's economic actions to particular interest groups within society and to society at large.Social accounting emphasizes the notion of corporate accountability. Crowther defines social accounting as ""an approach to reporting a firm's activities which stresses the need for the identification of socially relevant behavior, the determination of those to whom the company is accountable for its social performance and the development of appropriate measures and reporting techniques.""
Reporting guidelines and standards serve as frameworks for social accounting, auditing and reporting:

AccountAbility's AA1000 standard, based on John Elkington's triple bottom line reporting
The Prince's Accounting for Sustainability Project's Connected Reporting Framework
The Fair Labor Association conducts audits based on its Workplace Code of Conduct and posts audit results on the FLA website.
The Fair Wear Foundation verifies labour conditions in companies' supply chains, using interdisciplinary auditing teams.
Global Reporting Initiative's Sustainability Reporting Guidelines
Economy for the Common Good's Common Good Balance Sheet
GoodCorporation's standard developed in association with the Institute of Business Ethics
Synergy Codethic 26000 Social Responsibility and Sustainability Commitment Management System Requirements—Ethical Business Best Practices of Organizations—the necessary management system elements to obtain a certifiable ethical commitment management system. The standard scheme has been build around ISO 26000 and UNCTAD Guidance on Good Practices in Corporate Governance.The standard is applicable by any type of organization.;
Earthcheck Certification / Standard
Social Accountability International's SA8000 standard
Standard Ethics Aei guidelines
The ISO 14000 environmental management standard
The United Nations Global Compact requires companies to communicate on their progress, and to describe the company's implementation of the Compact's ten universal principles.
The United Nations Intergovernmental Working Group of Experts on International Standards of Accounting and Reporting provides voluntary technical guidance on eco-efficiency indicators, corporate responsibility reporting, and corporate governance disclosure.
The FTSE Group publishes the FTSE4Good Index, an evaluation of CSR performance of companies.
EthicalQuote tracks reputation of the world's largest companies on Environmental, Social, Governance, Corporate Social Responsibility, ethics and sustainability.
The Islamic Reporting Initiative is a not-for-profit organization which leads the creation of the IRI framework; the guiding integrated CSR reporting framework based on Islamic principles and values.In nations such as France, legal requirements for social accounting, auditing and reporting exist, though international or national agreement on meaningful measurements of social and environmental performance has not been achieved. Many companies produce externally audited annual reports that cover Sustainable Development and CSR issues, but the reports vary widely in format, style, and evaluation methodology. Critics dismiss these reports as lip service, citing examples such as Enron's yearly ""Corporate Responsibility Annual Report"" and tobacco companies' social reports.
In South Africa, as of June 2010, all companies listed on the Johannesburg Stock Exchange were required to produce an integrated report in place of an annual financial report and sustainability report. An integrated report reviews environmental, social and economic performance alongside financial performance. This requirement was implemented in the absence of formal or legal standards. An Integrated Reporting Committee was established to issue guidelines for good practice.
One of the reputable institutions that capital markets turn to for credible sustainability reports is the Carbon Disclosure Project, or CDP."
11	Corporate social responsibility: Verification	Corporate social responsibility and its resulting reports and efforts should be verified by the consumer of the goods and services. The accounting, auditing and reporting resources provide a foundation for consumers to verify that their products are socially sustainable. Due to an increased awareness of the need for CSR, many industries have their own verification resources. The include organizations like the Forest Stewardship Council, International Cocoa Initiative, and Kimberly Process. The United Nations also provides frameworks not only for verification, but for reporting of human rights violations in corporate supply chains.
12	Corporate social responsibility: Ethics training	"The rise of ethics training inside corporations, some of it required by government regulation, has helped CSR to spread. The aim of such training is to help employees make ethical decisions when the answers are unclear. The most direct benefit is reducing the likelihood of ""dirty hands"", fines and damaged reputations for breaching laws or moral norms. Organizations see increased employee loyalty and pride in the organization."
13	Corporate social responsibility: Common actions	"Common CSR actions include:
Environmental sustainability: recycling, waste management, water management, renewable energy, reusable materials, 'greener' supply chains, reducing paper use and adopting Leadership in Energy and Environmental Design building standards.
Community involvement: This can include raising money for local charities, providing volunteers, sponsoring local events, employing local workers, supporting local economic growth, engaging in fair trade practices, etc.
Ethical marketing: Companies that ethically market to consumers are placing a higher value on their customers and respecting them as people who are ends in themselves. They do not try to manipulate or falsely advertise to potential consumers. This is important for companies that want to be viewed as ethical."
14	Corporate social responsibility: Social license	"""Social license"" refers to a local community's acceptance or approval of a company. Social license exists outside formal regulatory processes. Social license can nevertheless be acquired through timely and effective communication, meaningful dialogue and ethical and responsible behavior.
Displaying commitment to CSR is one way to achieve social license, by enhancing a company's reputation."
15	Corporate social responsibility: Potential business benefits	"A large body of literature exhorts business to adopt non-financial measures of success. While CSR benefits are hard to quantify, Orlitzky, Schmidt and Rynes found a correlation between social/environmental performance and financial performance.
The business case for CSR within a company employs one or more of these arguments:"
16	Corporate social responsibility: Triple bottom line	"""People, planet and profit"", also known as the triple bottom line, form one way to evaluate CSR.
""People"" refers to fair labour practices, the community and region where the business operates.
""Planet"" refers to sustainable environmental practices. Profit is the economic value created by the organization after deducting the cost of all inputs, including the cost of the capital.This measure was claimed to help some companies be more conscious of their social and moral responsibilities. However, critics claim that it is selective and substitutes a company's perspective for that of the community. Another criticism is about the absence of a standard auditing procedure.The term was coined by John Elkington in 1994."
17	Corporate social responsibility: Human resources	A CSR program can be an aid to recruitment and retention, particularly within the competitive graduate student market. Potential recruits often consider a firm's CSR policy. CSR can also help improve the perception of a company among its staff, particularly when staff can become involved through payroll giving, fundraising activities or community volunteering. CSR has been credited with encouraging customer orientation among customer-facing employees.CSR is known for impacting employee turnover. Several executives suggest that employees are their most valuable asset and that the ability to retain them leads to organization success. Socially responsible activities promote fairness, which in turn generate lower employee turnover. On the other hand, if an irresponsible behavior is demonstrated by a firm, employees may view this behavior as negative. Proponents argue that treating employees well with competitive pay and good benefits is seen as a socially responsible behavior and therefore reduces employee turnover. Executives have a strong desire for building a positive work context that benefits CSR and the company as a whole. This interest is driven particularly by the realization that a positive work environment can result in desirable outcomes such as more favorable job attitudes and increased work performance.The IBM Institute for Business Value conducted a survey of 250 business leaders worldwide in 2008. The survey found out that businesses have assimilated a much more strategic view, and that 68% companies reported are utilizing CSR as an opportunity and part of a sustainable growth strategy. The authors noted that while developing and implementing a CSR strategy represents a unique opportunity to benefit the company. However, only 31% of businesses surveyed engaged their employees on the company's CSR objectives and initiatives. The survey's authors also stated that employee engagement on CSR initiatives can be a powerful recruitment and retention tool. As a result, employees tend to discard employers with a bad reputation.
18	Corporate social responsibility: Risk management	"Managing risk is an important executive responsibility. Reputations that take decades to build up can be ruined in hours through corruption scandals or environmental accidents.
These draw unwanted attention from regulators, courts, governments and media. CSR can limit these risks."
19	Corporate social responsibility: Brand differentiation	"CSR can help build customer loyalty based on distinctive ethical values. Some companies use their commitment to CSR as their primary positioning tool, e.g., The Co-operative Group, The Body Shop and American Apparel.Some companies use CSR methodologies as a strategic tactic to gain public support for their presence in global markets, helping them sustain a competitive advantage by using their social contributions as another form of advertising.Companies that operate strong CSR activities tend to drive customer's attention to buy products or services regardless of the price. As a result, this increases competition among firms since customers are aware of the company's CSR practices. These initiatives serve as a potential differentiator because they not only add value to the company, but also to the products or services. Furthermore, firms under intense competition are able to leverage CSR to increase the impact of their distribution on the firm's performance. For instance, lowering the carbon footprint of a firm's distribution network or engaging in fair trade are potential differentiators to lower costs and increase profits. In this scenario, customers can observe the company's commitment to CSR while increasing company sales.Whole Foods' marketing and promotion of organic foods have had a positive effect on the supermarket industry. Proponents assert that Whole Foods has been able to work with its suppliers to improve animal treatment and quality of meat offered in their stores. They also promote local agricultures in over 2,400 independent farms to maintain their line of sustainable organic produce. As a result, Whole Foods' high prices do not turn customers away from shopping. In fact, they are pleased buying organic products that come from sustainable practices.According to a Harvard Business Review article, there are three theaters of practice in which CSR can be divided. Theater one focuses on philanthropy, which includes donations of money or equipment to non-profit organizations, engagement with communities' initiatives and employee volunteering. This is characterized as the ""soul"" of a company, expressing the social and environmental priorities of the founders. The authors assert that companies engage in CSR because they are an integral part of the society. For instance, the Coca-Cola Company contributes with $88.1 million annually to a variety of environmental educational and humanitarian organization. Another example is PNC Financial Services' ""Grow Up Great"" childhood education program. This program provides critical school readiness resources to underserved communities where PNC operates.On the other hand, theater two focuses on improving operational effectiveness in the workplace. The researchers assert that programs in this theater strive to deliver social or environmental benefits to support a company's operation across the value chain by improving efficiency. Some of the examples mentioned include sustainability initiatives to reduce resource use, waste, and emission that could potentially reduce costs. It also calls for investing in employee work conditions such as health care and education which may enhance productivity and retention. Unlike philanthropic giving, which is evaluated by its social and environmental return, initiatives in the second theater are predicted to improve the corporate bottom line with social value. Bimbo, the largest bakery in Mexico, is an excellent example of this theater. The company strives to meet social welfare needs. It offers free educational service to help employees complete high school. Bimbo also provides supplementary medical care and financial assistance to close gaps in the government health coverage.Moreover, the third theater program aims to transform the business model. Basically, companies create new forms of business to address social or environmental challenges that will lead to financial returns in the long run. One example can be seen in Unilever's Project Shakti in India. The authors describe that the company hires women in villages and provides them with micro-finance loans to sell soaps, oils, detergents, and other products door-to-door. This research indicates that more than 65,000 women entrepreneurs are doubling their incomes while increasing rural access and hygiene in Indian villages. Another example is IKEA's People and Planet initiative to be 100% sustainable by 2020. As a consequence, the company wants to introduce a new model to collect and recycle old furniture."
20	Corporate social responsibility: Reduced scrutiny	Corporations are keen to avoid interference in their business through taxation or regulations. A CSR program can persuade governments and the public that a company takes health and safety, diversity and the environment seriously, reducing the likelihood that company practices will be closely monitored.
21	Corporate social responsibility: Supplier relations	Appropriate CSR programs can increase the attractiveness of supplier firms to potential customer corporations. E.g., a fashion merchandiser may find value in an overseas manufacturer that uses CSR to establish a positive image—and to reduce the risks of bad publicity from uncovered misbehavior.
22	Corporate social responsibility: Criticisms and concerns	CSR concerns include its relationship to the purpose of business and the motives for engaging in it.
23	Corporate social responsibility: Nature of business	Milton Friedman and others argued that a corporation's purpose is to maximize returns to its shareholders and that obeying the laws of the jurisdictions within which it operates constitutes socially responsible behavior.While some CSR supporters claim that companies practicing CSR, especially in developing countries, are less likely to exploit workers and communities, critics claim that CSR itself imposes outside values on local communities with unpredictable outcomes.Better governmental regulation and enforcement, rather than voluntary measures, are an alternative to CSR that moves decision-making and resource allocation from public to private bodies. However, critics claim that effective CSR must be voluntary as mandatory social responsibility programs regulated by the government interferes with people's own plans and preferences, distorts the allocation of resources, and increases the likelihood of irresponsible decisions.
24	Corporate social responsibility: Motives	"Some critics believe that CSR programs are undertaken by companies to distract the public from ethical questions posed by their core operations. They argue that the reputational benefits that CSR companies receive demonstrate the hypocrisy of the approach. Moreover, some studies find that CSR programs are motivated by corporate managers' personal interests at the cost of the shareholders so they are a type of an agency problem in corporations.Others have argued that the primary purpose of CSR is to provide legitimacy to the power of businesses. As wealth inequality is perceived to be increasing it has become increasingly necessary for businesses to justify their position of power. Bakan is one of the most prominent critics of the conflict of interest between private profit and public good, and his argument is summarised by Haynes that ""a corporate calculus exists in which costs are pushed onto both workers, consumers and the environment"". CSR spending may be seen in these financial terms, whereby the higher costs of socially undesirable behaviour are offset by a CSR spending of a lower amount. Indeed, it has been argued that there is a ""halo effect"" in terms of CSR spending. Research has found that firms which had been convicted of bribery in the USA under the Foreign Corrupt Practices Act received more lenient fines if they had been seen to be actively engaging in comprehensive CSR practices. It was found that typically either a 20% increase in corporate giving or a commitment to eradicating a significant labour issue, such as child labour, was equated to a 40% lower fine in the case of bribing foreign officials.Aguinis and Glavas conducted a comprehensive review of CSR literature, covering 700 academic sources from numerous fields including organizational behaviour, corporate strategy, marketing and HRM. It was found that the primary reason for firms to engage in CSR were the expected financial benefits associated with CSR, rather than being motivated a desire to be responsible to society."
25	Corporate social responsibility: Ethical ideologies	CEOs' political ideologies are evident manifestations of their different personal views. Each CEO may exercise different powers according to their organizational outcomes. In fact, their political ideologies are expected to influence their preferences for the CSR outcomes. Proponents argue that politically liberal CEOs will envision the practice of CSR as beneficial and desirable to increase a firm's reputation. They tend to focus more on how the firm can meet the needs of the society. As a consequence, they will advance with the practice of CSR while adding value to the firm. On the other hand, property rights may be more relevant to conservative CEOs. Since conservatives tend to value free markets, individualism and call for a respect of authority, they will not likely envision this practice as often as those identifying as liberals might.The financials of the company and the practice of CSR also have a positive relationship. Moreover, the performance of a company tends to influence conservatives more likely than liberals. While not seeing it from the financial performance point of view, liberals tend to hold a view that CSR adds to the business triple bottom line. For instance, when the company is performing well, they will most likely promote CSR. If the company is not performing as expected, they will rather tend to emphasize this practice because they will potentially envision it as a way to add value to the business. In contrast, politically conservative CEOs will tend to support the practice of CSR if they hold a view that it will provide a good return to the financials of the company. In other words, this type of executives tend to not see the outcome of CSR as a value to the company if it does not provide anything in exchange.
26	Corporate social responsibility: Misdirection	"There have been unsubstantiated social efforts, ethical claims, and outright greenwashing by some companies that has resulted in increasing consumer cynicism and mistrust. Sometimes companies use CSR to direct public attention away from other, harmful business practices. For example, McDonald's Corporation positioned its association with Ronald McDonald House and other children's charities as CSR while its meals have been accused of promoting poor eating habits.Acts which may initially appear to be altruistic CSR may have ulterior motives. The funding of scientific research projects has been used as a source of misdirection by firms. Prusiner, who discovered the protein responsible of CJD and won of the 1997 Nobel prize in Medicine, thanks the tobacco company RJ Reynolds for their crucial support. RJ Reynolds funded the research into CJD. Proctor states that ""the tobacco industry was the leading funder of research into genetics, viruses, immunology, air pollution"" anything which formed a distraction from the well-established research linking smoking and cancer.
Research has also found that corporate social marketing, a form of CSR promoting societal good, is being used to direct criticism away from the damaging practices of the alcohol industry. It has been shown that adverts which supposedly encourage responsible drinking simultaneously aim to promote drinking as a social norm. Companies may engage in CSR and social marketing in this case to prevent more stringent government legislation on alcohol marketing."
27	Corporate social responsibility: Controversial industries	Industries such as tobacco, alcohol or munitions firms make products that damage their consumers or the environment. Such firms may engage in the same philanthropic activities as those in other industries. This duality complicates assessments of such firms with respect to CSR.
28	Corporate social responsibility: The Kizhakkambalam takeover	Textile company Kitex has taken over the administration of an entire Indian village called Kizhakkambalam near Cochin by winning the local body elections. Environmentalists and mainstream politicians of India point out that this can lead to a dangerous precedent because the company got actively involved in CSR only after they were caught red-handed in polluting the village.
29	Corporate social responsibility: Stakeholder influence	"One motivation for corporations to adopt CSR is to satisfy stakeholders.
Branco and Rodrigues describe the stakeholder perspective of CSR as the set of views of corporate responsibility held by all groups or constituents with a relationship to the firm. In their normative model the company accepts these views as long as they do not hinder the organization. The stakeholder perspective fails to acknowledge the complexity of network interactions that can occur in cross-sector partnerships. It relegates communication to a maintenance function, similar to the exchange perspective."
30	Corporate social responsibility: Ethical consumerism	"The rise in popularity of ethical consumerism over the last two decades can be linked to the rise of CSR. Consumers are becoming more aware of the environmental and social implications of their day-to-day consumption decisions and in some cases make purchasing decisions related to their environmental and ethical concerns.One issue with the consumer's relationship with CSR is that it is much more complex than it first appears. In their paper on the consumer and CSR, Janssen and Vanhamme looked into a phenomenon that they termed the ""CSR-Consumer Paradox"". This describes the mismatch that occurs where consumers report that they would only buy from companies with good social responsibility. For instance, a survey by Cohn & Wolfe found that globally over 60% of consumers want to buy from responsible companies. However, Janssen and Vanhamme reported that less than 4% of average household expenditure in the UK in 2010 was ethical. This indicates that there is a clear discrepancy between consumer beliefs and intentions, and actual consumer behaviour, so that when it comes down to their actual purchase behaviour, CSR has a much lesser impact than consumers initially say it does.
One theory put forward for explaining the ""CSR-Consumer Paradox"" is that of ""bystander apathy"" or the bystander effect. This theory stems from the social psychology works of Darley and Latané and states that the likelihood of an individual acting in a given situation is greatly reduced if other bystanders do nothing even if that individual strongly believes in a certain course of action. In terms of explaining the CSR-Consumer Paradox, this theory would suggest an ""If they do not care then why should I?"" mentality. So even if a consumer is against the use of sweatshops or wants to support green causes, they may continue to make purchases from companies that are socially irresponsible just because other consumers seem apathetic towards the issue.
A second explanation issued by Janssen and Vanhamme is that of reciprocal altruism. This is a key concept in evolutionary psychology that is argued to fuel all human behaviour: people only do something if they can get something back in return. In the case of CSR and ethical consumerism, however, consumers get very little in return for their investment. Ethically sourced or manufactured products are typically higher in price due to greater costs. However, the reward for consumers is not much different from that of a non-ethical counterpart. Therefore, evolutionary speaking making an ethical purchase is not worth the higher cost to the individual even if they believe in supporting ethically, environmentally and socially beneficial causes."
31	Corporate social responsibility: Socially responsible investing	Shareholders and investors, through socially responsible investing, are using their capital to encourage behavior they consider responsible. However, definitions of what constitutes ethical behavior vary. For example, some religious investors in the US have withdrawn investment from companies that violate their religious views, while secular investors divest from companies that they see as imposing religious views on workers or customers.
32	Corporate social responsibility: Public policies	Some national governments promote socially and environmentally responsible corporate practices. The heightened role of government in CSR has facilitated the development of numerous CSR programs and policies. Various European governments have pushed companies to develop sustainable corporate practices. CSR critics such as Robert Reich argued that governments should set the agenda for social responsibility with laws and regulation that describe how to conduct business responsibly.
33	Corporate social responsibility: Crises and their consequences	"Crises have encouraged the adoption of CSR. The CERES principles were adopted following the 1989 Exxon Valdez incident. Other examples include the lead paint used by toy maker Mattel, which required the recall of millions of toys and caused the company to initiate new risk management and quality control processes. Magellan Metals was found responsible for lead contamination killing thousands of birds in Australia. The company ceased business immediately and had to work with independent regulatory bodies to execute a cleanup. Odwalla experienced a crisis with sales dropping 90% and its stock price dropping 34% due to cases of E. coli. The company recalled all apple or carrot juice products and introduced a new process called ""flash pasteurization"" as well as maintaining lines of communication constantly open with customers."
34	Corporate social responsibility: Geography	Corporations that employ CSR behaviors do not always behave consistently in all parts of the world. Conversely, a single behavior may not be considered ethical in all jurisdictions. E.g., some jurisdictions forbid women from driving, while others require women to be treated equally in employment decisions.
35	Corporate social responsibility: UK retail sector	"A 2006 study found that the UK retail sector showed the greatest rate of CSR involvement. Many of the big retail companies in the UK joined the Ethical Trading Initiative, an association established to improve working conditions and worker health.
Tesco reported that their 'essentials' are 'Trading responsibility', 'Reducing our Impact on the Environment', 'Being a Great Employer' and 'Supporting Local Communities'. J Sainsbury employs the headings 'Best for food and health', 'Sourcing with integrity', 'Respect for our environment', 'Making a difference to our community', and 'A great place to work', etc.
The four main issues to which UK retail these companies committed are environment, social welfare, ethical trading and becoming an attractive workplace.
Anselmsson and Johansson assessed three areas of CSR performance: human responsibility, product responsibility and environmental responsibility. Martinuzzi et al. described the terms, writing that human responsibility is ""the company deals with suppliers who adhere to principles of natural and good breeding and farming of animals, and also maintains fair and positive working conditions and work-place environments for their own employees. Product responsibility means that all products come with a full and complete list of content, that country of origin is stated, that the company will uphold its declarations of intent and assume liability for its products. Environmental responsibility means that a company is perceived to produce environmental-friendly, ecological, and non-harmful products"". Jones et al. found that environmental issues are the most commonly reported CSR programs among top retailers."
36	Corporate social responsibility: Texts	"United Nations Guiding Principles on Business and Human Rights
OECD Guidelines for Multinational Enterprises"
