Index	Title	Content
10	Business ethics: Property	The etymological root of property is the Latin 'proprius' which refers to 'nature', 'quality', 'one's own', 'special characteristic', 'proper', 'intrinsic', 'inherent', 'regular', 'normal', 'genuine', 'thorough, complete, perfect' etc. The word property is value loaded and associated with the personal qualities of propriety and respectability, also implies questions relating to ownership. A 'proper' person owns and is true to herself or himself, and is thus genuine, perfect and pure.
11	Business ethics: Intellectual property	"Intellectual property encompasses expressions of ideas, thoughts, codes and information. ""Intellectual property rights"" treat IP as a kind of real property, subject to analogous protections, rather than as a reproducible good or service. Boldrin and Levine argue that ""government does not ordinarily enforce monopolies for producers of other goods. This is because it is widely recognized that monopoly creates many social costs. Intellectual monopoly is no different in this respect. The question we address is whether it also, creates social benefits commensurate with these social costs.""International standards relating to Intellectual Property Rights are enforced through Agreement on Trade Related Aspects of Intellectual Property Rights. In the US, IP other than copyrights is regulated by the United States Patent and Trademark Office.
The US Constitution included the power to protect intellectual property, empowering the Federal government ""to promote the progress of science and useful arts, by securing for limited times to authors and inventors the exclusive right to their respective writings and discoveries"". Boldrin and Levine see no value in such state-enforced monopolies stating, ""we ordinarily think of innovative monopoly as an oxymoron. Further they comment, 'intellectual property' ""is not like ordinary property at all, but constitutes a government grant of a costly and dangerous private monopoly over ideas. We show through theory and example that intellectual monopoly is not necessary for innovation and as a practical matter is damaging to growth, prosperity, and liberty"". Steelman defends patent monopolies, writing, ""Consider prescription drugs, for instance. Such drugs have benefited millions of people, improving or extending their lives. Patent protection enables drug companies to recoup their development costs because for a specific period of time they have the sole right to manufacture and distribute the products they have invented."" The court cases by 39 pharmaceutical companies against South Africa's 1997 Medicines and Related Substances Control Amendment Act, which intended to provide affordable HIV medicines has been cited as a harmful effect of patents.One attack on IPR is moral rather than utilitarian, claiming that inventions are mostly a collective, cumulative, path dependent, social creation and therefore, no one person or firm should be able to monopolize them even for a limited period. The opposing argument is that the benefits of innovation arrive sooner when patents encourage innovators and their investors to increase their commitments. Roderick Long, a libertarian philosopher, observes, ""Ethically, property rights of any kind have to be justified as extensions of the right of individuals to control their own lives. Thus any alleged property rights that conflict with this moral basis—like the ""right"" to own slaves—are invalidated. In my judgment, intellectual property rights also fail to pass this test. To enforce copyright laws and the like is to prevent people from making peaceful use of the information they possess. If you have acquired the information legitimately, then on what grounds can you be prevented from using it, reproducing it, trading it? Is this not a violation of the freedom of speech and press? It may be objected that the person who originated the information deserves ownership rights over it. But information is not a concrete thing an individual can control; it is a universal, existing in other people's minds and other people's property, and over these the originator has no legitimate sovereignty. You cannot own information without owning other people"". Machlup concluded that patents do not have the intended effect of enhancing innovation. Self-declared anarchist Proudhon, in his 1847 seminal work noted, ""Monopoly is the natural opposite of competition,"" and continued, ""Competition is the vital force which animates the collective being: to destroy it, if such a supposition were possible, would be to kill society""Mindeli and Pipiya hold that the knowledge economy is an economy of abundance because it relies on the ""infinite potential"" of knowledge and ideas rather than on the limited resources of natural resources, labor and capital. Allison envisioned an egalitarian distribution of knowledge. Kinsella claims that IPR create artificial scarcity and reduce equality. Bouckaert wrote, ""Natural scarcity is that which follows from the relationship between man and nature. Scarcity is natural when it is possible to conceive of it before any human, institutional, contractual arrangement. Artificial scarcity, on the other hand, is the outcome of such arrangements. Artificial scarcity can hardly serve as a justification for the legal framework that causes that scarcity. Such an argument would be completely circular. On the contrary, artificial scarcity itself needs a justification"" Corporations fund much IP creation and can acquire IP they do not create, to which Menon and others object. Andersen claims that IPR has increasingly become an instrument in eroding public domain.Ethical and legal issues include: Patent infringement, copyright infringement, trademark infringement, patent and copyright misuse, submarine patents, biological patents, patent, copyright and trademark trolling, Employee raiding and monopolizing talent, Bioprospecting, biopiracy and industrial espionage, digital rights management.
Notable IP copyright cases include Napster, Eldred v. Ashcroft and Air Pirates."
12	Business ethics: International issues	"While business ethics emerged as a field in the 1970s, international business ethics did not emerge until the late 1990s, looking back on the international developments of that decade. Many new practical issues arose out of the international context of business. Theoretical issues such as cultural relativity of ethical values receive more emphasis in this field. Other, older issues can be grouped here as well. Issues and subfields include:

The search for universal values as a basis for international commercial behaviour.
Comparison of business ethical traditions in different countries. Also, on the basis of their respective GDP and .
Comparison of business ethical traditions from various religious perspectives.
Ethical issues arising out of international business transactions; e.g., bioprospecting and biopiracy in the pharmaceutical industry; the fair trade movement; transfer pricing.
Issues such as globalization and cultural imperialism.
Varying global standards—e.g., the use of child labor.
The way in which multinationals take advantage of international differences, such as outsourcing production and services to low-wage countries.
The permissibility of international commerce with pariah states.The success of any business depends on its financial performance. Financial accounting helps the management to report and also, control the business performance.
The information regarding the financial performance of the company plays an important role in enabling people to take right decision about the company. Therefore, it becomes necessary to understand how to record based on accounting conventions and concepts ensure unambling and accurate records.
Foreign countries often use dumping as a competitive threat, selling products at prices lower than their normal value. This can lead to problems in domestic markets. It becomes difficult for these markets to compete with the pricing set by foreign markets. In 2009, the International Trade Commission has been researching anti-dumping laws. Dumping is often seen as an ethical issue, as larger companies are taking advantage of other less economically advanced companies."
13	Business ethics: Issues	Ethical issues often arise in business settings, whether through business transactions or forming new business relationships. An ethical issue in a business atmosphere may refer to any situation that requires business associates as individuals, or as a group to evaluate the morality of specific actions, and subsequently make a decision amongst the choices. Some ethical issues of particular concern in today's evolving business market include such topics as: honesty, integrity, professional behaviors, environmental issues, harassment, and fraud to name a few. It is integral to the success of an organization that ethics issues such as these be properly addressed and resolved. Businesses should strive to educate themselves on these issues, and ethical practices in general. From a 2009 National Business Ethics survey, it was found that types of employee-observed ethical misconduct included abusive behavior, discrimination, improper hiring practices, and company resource abuse.The ethical issues associated with honesty are widespread and vary greatly in business, from the misuse of company time or resources to lying with malicious intent, engaging in bribery, or creating conflicts of interest within an organization. Honesty encompasses wholly the truthful speech and actions of an individual. Some cultures and belief systems even consider honesty to be an essential pillar of life, such as Confucianism and Buddhism. Many employees lie in order to reach goals, avoid assignments or negative issues; however, sacrificing honesty in order to gain status or reap rewards poses potential problems for the overall ethical culture organization, and jeopardizes organizational goals in the long run. Using company time or resources for personal use is also, commonly viewed as unethical because it boils down to stealing from the company. The misuse of resources costs companies billions of dollars each year, averaging about 4.25 hours per week of stolen time alone, and employees' abuse of Internet services is another main concern. Bribery, on the other hand, is not only considered unethical is business practices, but it is also illegal. In accordance with this, the Foreign Corrupt Practices Act was established in 1977 to deter international businesses from giving or receiving unwarranted payments and gifts that were intended to influence the decisions of executives and political officials. Although, small payments known as facilitation payments will not be considered unlawful under the Foreign Corrupt Practices Act if they are used towards regular public governance activities, such as permits or licenses.
14	Business ethics: Influential Factors on Business Ethics	"Many aspects in the work environment influence an individual's decision-making regarding ethics in the business world. When an individual is on the path of growing a company, many outside influences can pressure them to perform a certain way. The core of the person's performance in the workplace is rooted by their personal code of behavior. A person's personal code of ethics encompasses many different qualities such as integrity, honesty, communication, respect, compassion, and common goals. In addition, the ethical standards set forth by a person's superior(s) often translate into their own code of ethics. The company's policy is the 'umbrella' of ethics that play a major role in the personal development and decision-making processes that people make in respects to ethical behavior. 
The ethics of a company and its' individuals are heavily influenced by the state of their country. If a country is heavily plagued with poverty, large corporations continuously grow, but smaller companies begin to wither, and are then forced to adapt and scavenge for any method of survival. As a result, the leadership of the company is often tempted to participate in unethical methods to obtain new business opportunities. Additionally, Social Media is arguably the most influential factor in ethics. The immediate access to so much information and the opinions of millions highly influence people's behaviors. The desire to confirm with what is portrayed as the norm often manipulates our idea of what is morally and ethically sound. Popular trends on social media and the instant gratification that is received from participating in such quickly distort people's ideas and decisions."
15	Business ethics: Economic systems	Political economy and political philosophy have ethical implications, particularly regarding the distribution of economic benefits. John Rawls and Robert Nozick are both notable contributors. For example, Rawls has been interpreted as offering a critique of offshore outsourcing on social contract grounds, whereas Nozick's libertarian philosophy rejects the notion of any positive corporate social obligation.
16	Business ethics: Law and regulation	"“Laws” are the written statutes, codes, and opinions of government organizations by which citizens, businesses, and persons present within a jurisdiction are expected to govern themselves or face legal sanction. Sanctions for violating the law can include civil penalties, such as fines, pecuniary damages, and loss of licenses, property, rights, or privileges; criminal penalties, such as fines, probation, imprisonment, or a combination thereof; or both civil and criminal penalties.
Very often it is held that business is not bound by any ethics other than abiding by the law. Milton Friedman is the pioneer of the view. He held that corporations have the obligation to make a profit within the framework of the legal system, nothing more. Friedman made it explicit that the duty of the business leaders is, ""to make as much money as possible while conforming to the basic rules of the society, both those embodied in the law and those embodied in ethical custom"". Ethics for Friedman is nothing more than abiding by 'customs' and 'laws'. The reduction of ethics to abidance to laws and customs however have drawn serious criticisms.
Counter to Friedman's logic it is observed that legal procedures are technocratic, bureaucratic, rigid and obligatory where as ethical act is conscientious, voluntary choice beyond normativity. Law is retroactive. Crime precedes law. Law against a crime, to be passed, the crime must have happened. Laws are blind to the crimes undefined in it. Further, as per law, ""conduct is not criminal unless forbidden by law which gives advance warning that such conduct is criminal"". Also, law presumes the accused is innocent until proven guilty and that the state must establish the guilt of the accused beyond reasonable doubt. As per liberal laws followed in most of the democracies, until the government prosecutor proves the firm guilty with the limited resources available to her, the accused is considered to be innocent. Though the liberal premises of law is necessary to protect individuals from being persecuted by Government, it is not a sufficient mechanism to make firms morally accountable."
17	Business ethics: Corporate policies	"As part of more comprehensive compliance and ethics programs, many companies have formulated internal policies pertaining to the ethical conduct of employees. These policies can be simple exhortations in broad, highly generalized language, or they can be more detailed policies, containing specific behavioural requirements. They are generally meant to identify the company's expectations of workers and to offer guidance on handling some of the more common ethical problems that might arise in the course of doing business. It is hoped that having such a policy will lead to greater ethical awareness, consistency in application, and the avoidance of ethical disasters.
An increasing number of companies also require employees to attend seminars regarding business conduct, which often include discussion of the company's policies, specific case studies, and legal requirements. Some companies even require their employees to sign agreements stating that they will abide by the company's rules of conduct.
Many companies are assessing the environmental factors that can lead employees to engage in unethical conduct. A competitive business environment may call for unethical behaviour. Lying has become expected in fields such as trading. An example of this are the issues surrounding the unethical actions of the Salomon Brothers.
Not everyone supports corporate policies that govern ethical conduct. Some claim that ethical problems are better dealt with by depending upon employees to use their own judgment.
Others believe that corporate ethics policies are primarily rooted in utilitarian concerns, and that they are mainly to limit the company's legal liability, or to curry public favour by giving the appearance of being a good corporate citizen. Ideally, the company will avoid a lawsuit because its employees will follow the rules. Should a lawsuit occur, the company can claim that the problem would not have arisen if the employee had only followed the code properly.
Sometimes there is disconnection between the company's code of ethics and the company's actual practices. Thus, whether or not such conduct is explicitly sanctioned by management, at worst, this makes the policy duplicitous, and, at best, it is merely a marketing tool.
Jones and Parker write, ""Most of what we read under the name business ethics is either sentimental common sense, or a set of excuses for being unpleasant."" Many manuals are procedural form filling exercises unconcerned about the real ethical dilemmas. For instance, US Department of Commerce ethics program treats business ethics as a set of instructions and procedures to be followed by 'ethics officers'., some others claim being ethical is just for the sake of being ethical. Business ethicists may trivialize the subject, offering standard answers that do not reflect the situation's complexity.Author of 'Business Ethics,' Richard DeGeorge writes in regard to the importance of maintaining a corporate code, ""Corporate codes have a certain usefulness and there are several advantages to developing them. First, the very exercise of doing so in itself is worthwhile, especially if it forces a large number of people in the firm to think through, in a fresh way, their mission and the important obligations they as a group and as individuals have to the firm, to each other, to their clients and customers, and to society as a whole. Second, once adopted a code can be used to generate continuing discussion and possible modification to the code. Third, it could help to inculcate in new employees at all levels the perspective of responsibility, the need to think in moral terms about their actions, and the importance of developing the virtues appropriate to their position."""
18	Business ethics: Ethics officers	Following a series of fraud, corruption, and abuse scandals that affected the United States defense industry in the mid-1980s, the Defense Industry Initiative was created to promote ethical business practices and ethics management in multiple industries. Subsequent to these scandals, many organizations began appointing ethics officers. In 1991, the Ethics & Compliance Officer Association—originally the Ethics Officer Association—was founded at the Center for Business Ethics at Bentley University as a professional association for ethics and compliance officers.The 1991 passing of the Federal Sentencing Guidelines for Organizations in 1991 was another factor in many companies appointing ethics/compliance officers. These guidelines, intended to assist judges with sentencing, set standards organizations must follow to obtain a reduction in sentence if they should be convicted of a federal offense.Following the high-profile corporate scandals of companies like Enron, WorldCom and Tyco between 2001 and 2004, and following the passage of the Sarbanes–Oxley Act, many small and mid-sized companies also began to appoint ethics officers.Often reporting to the Chief Executive Officer, ethics officers focus on uncovering or preventing unethical and illegal actions. This is accomplished by assessing the ethical implications of the company's activities, making recommendations on ethical policies, and disseminating information to employees.The effectiveness of ethics officers is not clear. The establishment of an ethics officer position is likely to be insufficient in driving ethical business practices without a corporate culture that values ethical behavior. These values and behaviors should be consistently and systemically supported by those at the top of the organization. Employees with strong community involvement, loyalty to employers, superiors or owners, smart work practices, trust among the team members do inculcate a corporate culture
19	Business ethics: Sustainability Initiatives	"Many corporate and business strategies now include sustainability. In addition to the traditional environmental 'green' sustainability concerns, business ethics practices have expanded to include social sustainability. Social sustainability focuses on issues related to human capital in the business supply chain, such as worker's rights, working conditions, child labor, and human trafficking. Incorporation of these considerations is increasing, as consumers and procurement officials demand documentation of a business' compliance with national and international initiatives, guidelines, and standards. Many industries have organizations dedicated to verifying ethical delivery of products from start to finish, such as the Kimberly Process, which aims to stop the flow of conflict diamonds into international markets, or the Fair Wear Foundation, dedicated to sustainability and fairness in the garment industry.

As mentioned, initiatives in sustainability encompass “green” topics, as well as social sustainability. There are however many different ways in which sustainability initiatives can be implemented in a company. 
Improving Operations: Perhaps the most evident manner in which an organization can implement sustainability initiatives is by improving its operations and manufacturing’s process so as to make it more aligned with environment, social, and governance issues.  Johnson & Johnson incorporates policies from the Universal Declaration of Human Rights, International Covenant on Civil and Political Rights and International Covenant on Economic, Social and Cultural Rights, applying these principles not only for members of its supply chain but also internal operations. Walmart has made commitments to doubling its truck fleet efficiency by 2015 by replacing 2/3rds of its fleet with more fuel-efficient trucks, including hybrids. Dell has integrated alternative, recycled, and recyclable materials in its products and packaging design, improving energy efficiency and design for end-of-life and recyclability. Dell plans to reduce the energy intensity of its product portfolio by 80% by 2020.Board Leadership: The board of a company can decide to lower executive compensation by a given percentage, and give the percentage of compensation to a specific cause. This is an effort which can only be implemented from the top, as it will affect the compensation of all executives in the company. In Alcoa, an aluminum company based in the USA, “1/5th of executive cash compensation is tied to safety, diversity, and environmental stewardship, which includes greenhouse gas emission reductions and energy efficiency”. This is not usually the case for most companies, where we see the board take a uniform step towards environment, social, and governance issues. This is only the case for companies that are directly linked to utilities, energy, or material industries, something which Alcoa as an aluminum company, falls in line with. Instead, formal committees focused on environment, social, and governance issues are more usually seen in governance committees and audit committees, rather than the board of directors. “According to research analysis done by Pearl Meyer in support of the NACD 2017 Director Compensation Report shows that among 1,400 public companies reviewed, only slightly more than five percent of boards have a designated committee to address ESG issues.”.Management Accountability: Similar to board leadership, creating steering committees and other types of committees specialized for sustainability, senior executives are identified who are held accountable for meeting and constantly improving sustainability goals.Executive compensation: Introducing bonus schemes that reward executives for meeting non-financial performance goals including safety targets, greenhouse gas emissions, reduction targets, and goals engaging stakeholders to help shape the companies public policy positions. Companies such as Exelon have implemented policies like this.Stakeholder Engagement: Other companies will keep sustainability within its strategy and goals, presenting findings at shareholder meetings, and actively tracking metrics on sustainability. Companies such as PepsiCo, Heineken, and FIFCO take steps in this direction to implement sustainability initiatives.. Companies such as Coca-Cola have actively tried improve their efficiency of water usage, hiring 3rd party auditors to evaluate their water management approach. FIFCO has also led successfully led water-management initiatives.Employee Engagement: Implementation of sustainability projects through directly appealing to employees is another option for companies to implement sustainability. This involves integrating sustainability into the company culture, with hiring practices and employee training. General Electric is a company that is taking the lead in implementing initiatives in this manner. Bank of America directly engaged employees by implement LEED certified buildings, with a fifth of its building meeting these certifications.Supply chain management: Establishing requirements for not only internal operations but also first-tier suppliers as well as second-tier suppliers to help drive environmental and social expectations further down the supply chain. Companies such as Starbucks, FIFCO and Ford Motor Company have implemented requirements that suppliers must meet to win their business. Starbucks has led efforts in engaging suppliers and local communities where they operate to accelerate investment in sustainable farming. Starbucks set a goal of ethically sourcing 100% of its coffee beans by 2015.Releasing Studies, Insights, Best Practices and Findings: By revealing decision making data about how sustainability was reached, companies are giving away insights that can help others across the industry and beyond make more sustainable decisions. Nike launched its “making app” in 2013 which released data about the sustainability in the materials it was using. This ultimately allows other companies to make more sustainable design decisions and create lower impact products."
20	Business ethics: Academic discipline	As an academic discipline, business ethics emerged in the 1970s. Since no academic business ethics journals or conferences existed, researchers published in general management journals, and attended general conferences. Over time, specialized peer-reviewed journals appeared, and more researchers entered the field. Corporate scandals in the earlier 2000s increased the field's popularity. As of 2009, sixteen academic journals devoted to various business ethics issues existed, with Journal of Business Ethics and Business Ethics Quarterly considered the leaders.The International Business Development Institute is a global non-profit organization that represents 217 nations and all 50 United States. It offers a Charter in Business Development that focuses on ethical business practices and standards. The Charter is directed by Harvard, MIT, and Fulbright Scholars, and it includes graduate-level coursework in economics, politics, marketing, management, technology, and legal aspects of business development as it pertains to business ethics. IBDI also oversees the International Business Development Institute of Asia which provides individuals living in 20 Asian nations the opportunity to earn the Charter.
