Index	Title	Content
10	Strategic management: Experience curve	"The experience curve was developed by the Boston Consulting Group in 1966. It is a hypothesis that total per unit costs decline systematically by as much as 15–25% every time cumulative production doubles. It has been empirically confirmed by some firms at various points in their history. Costs decline due to a variety of factors, such as the learning curve, substitution of labor for capital, and technological sophistication. Author Walter Kiechel wrote that it reflected several insights, including:

A company can always improve its cost structure;
Competitors have varying cost positions based on their experience;
Firms could achieve lower costs through higher market share, attaining a competitive advantage; and
An increased focus on empirical analysis of costs and processes, a concept which author Kiechel refers to as ""Greater Taylorism"".Kiechel wrote in 2010: ""The experience curve was, simply, the most important concept in launching the strategy revolution...with the experience curve, the strategy revolution began to insinuate an acute awareness of competition into the corporate consciousness."" Prior to the 1960s, the word competition rarely appeared in the most prominent management literature; U.S. companies then faced considerably less competition and did not focus on performance relative to peers. Further, the experience curve provided a basis for the retail sale of business ideas, helping drive the management consulting 
industry."
11	Strategic management: Corporate strategy and portfolio theory	"The concept of the corporation as a portfolio of business units, with each plotted graphically based on its market share and industry growth rate, was summarized in the growth–share matrix developed by the Boston Consulting Group around 1970. By 1979, one study estimated that 45% of the Fortune 500 companies were using some variation of the matrix in their strategic planning. This framework helped companies decide where to invest their resources and which businesses to divestPorter wrote in 1987 that corporate strategy involves two questions: 1) What business should the corporation be in? and 2) How should the corporate office manage its business units? He mentioned four concepts of corporate strategy; the latter three can be used together:
Portfolio theory: A strategy based primarily on diversification through acquisition. The corporation shifts resources among the units and monitors the performance of each business unit and its leaders. Each unit generally runs autonomously, with limited interference from the corporate center provided goals are met.
Restructuring: The corporate office acquires then actively intervenes in a business where it detects potential, often by replacing management and implementing a new business strategy.
Transferring skills: Important managerial skills and organizational capability are essentially spread to multiple businesses. The skills must be necessary to competitive advantage.
Sharing activities: Ability of the combined corporation to leverage centralized functions, such as sales, finance, etc. thereby reducing costs.Other techniques were developed to analyze the relationships between elements in a portfolio. The growth-share matrix, a part of B.C.G. Analysis, was followed by G.E. multi factoral model, developed by General Electric. Companies continued to diversify as conglomerates until the 1980s, when deregulation and a less restrictive anti-trust environment led to the view that a portfolio of operating divisions in different industries was worth more as many independent companies, leading to the breakup of many conglomerates.  While the popularity of portfolio theory has waxed and waned, the key dimensions considered remain central to strategy."
12	Strategic management: Competitive advantage	In 1980, Porter defined the two types of competitive advantage an organization can achieve relative to its rivals: lower cost or differentiation. This advantage derives from attribute(s) that allow an organization to outperform its competition, such as superior market position, skills, or resources. In Porter's view, strategic management should be concerned with building and sustaining competitive advantage.
13	Strategic management: Industry structure and profitability	Porter developed a framework for analyzing the profitability of industries and how those profits are divided among the participants in 1980. In five forces analysis he identified the forces that shape the industry structure or environment. The framework involves the bargaining power of buyers and suppliers, the threat of new entrants, the availability of substitute products, and the competitive rivalry of firms in the industry. These forces affect the organization's ability to raise its prices as well as the costs of inputs for its processes.The five forces framework helps describe how a firm can use these forces to obtain a sustainable competitive advantage, either lower cost or differentiation. Companies can maximize their profitability by competing in industries with favorable structure. Competitors can take steps to grow the overall profitability of the industry, or to take profit away from other parts of the industry structure. Porter modified Chandler's dictum about structure following strategy by introducing a second level of structure: while organizational structure follows strategy, it in turn follows industry structure.
14	Strategic management: Generic competitive strategies	"Porter wrote in 1980 that strategy target either cost leadership, differentiation, or focus. These are known as Porter's three generic strategies and can be applied to any size or form of business. Porter claimed that a company must only choose one of the three or risk that the business would waste precious resources. Porter's generic strategies detail the interaction between cost minimization strategies, product differentiation strategies, and market focus strategies.
Porter described an industry as having multiple segments that can be targeted by a firm. The breadth of its targeting refers to the competitive scope of the business.  Porter defined two types of competitive advantage: lower cost or differentiation relative to its rivals. Achieving competitive advantage results from a firm's ability to cope with the five forces better than its rivals. Porter wrote: ""chieving competitive advantage requires a firm to make a choice...about the type of competitive advantage it seeks to attain and the scope within which it will attain it."" He also wrote: ""The two basic types of competitive advantage  combined with the scope of activities for which a firm seeks to achieve them lead to three generic strategies for achieving above average performance in an industry: cost leadership, differentiation and focus. The focus strategy has two variants, cost focus and differentiation focus.""The concept of choice was a different perspective on strategy, as the 1970s paradigm was the pursuit of market share influenced by the experience curve. Companies that pursued the highest market share position to achieve cost advantages fit under Porter's cost leadership generic strategy, but the concept of choice regarding differentiation and focus represented a new perspective."
15	Strategic management: Value chain	"Porter's 1985 description of the value chain refers to the chain of activities that an organization performs in order to deliver a valuable product or service for the market. These include functions such as inbound logistics, operations, outbound logistics, marketing and sales, and service, supported by systems and technology infrastructure. By aligning the various activities in its value chain with the organization's strategy in a coherent way, a firm can achieve a competitive advantage. Porter also wrote that strategy is an internally consistent configuration of activities that differentiates a firm from its rivals. A robust competitive position cumulates from many activities which should fit coherently together.Porter wrote in 1985: ""Competitive advantage cannot be understood by looking at a firm as a whole. It stems from the many discrete activities a firm performs in designing, producing, marketing, delivering and supporting its product. Each of these activities can contribute to a firm's relative cost position and create a basis for differentiation...the value chain disaggregates a firm into its strategically relevant activities in order to understand the behavior of costs and the existing and potential sources of differentiation."""
16	Strategic management: Core competence	Gary Hamel and C. K. Prahalad described the idea of core competency in 1990, the idea that each organization has some capability in which it excels and that the business should focus on opportunities in that area, letting others go or outsourcing them. Further, core competency is difficult to duplicate, as it involves the skills and coordination of people across a variety of functional areas or processes used to deliver value to customers. By outsourcing, companies expanded the concept of the value chain, with some elements within the entity and others without. Core competency is part of a branch of strategy called the resource-based view of the firm, which postulates that if activities are strategic as indicated by the value chain, then the organization's capabilities and ability to learn or adapt are also strategic.
17	Strategic management: Theory of the business	"Peter Drucker wrote in 1994 about the ""Theory of the Business,"" which represents the key assumptions underlying a firm's strategy.  These assumptions are in three categories: a) the external environment, including society, market, customer, and technology; b) the mission of the organization; and c) the core competencies needed to accomplish the mission. He continued that a valid theory of the business has four specifications: 1) assumptions about the environment, mission, and core competencies must fit reality; 2) the assumptions in all three areas have to fit one another; 3) the theory of the business must be known and understood throughout the organization; and 4) the theory of the business has to be tested constantly.
He wrote that organizations get into trouble when the assumptions representing the theory of the business no longer fit reality.  He used an example of retail department stores, where their theory of the business assumed that people who could afford to shop in department stores would do so. However, many shoppers abandoned department stores in favor of specialty retailers when time became the primary factor in the shopping destination rather than income.
Drucker described the theory of the business as a ""hypothesis"" and a ""discipline."" He advocated building in systematic diagnostics, monitoring and testing of the assumptions comprising the theory of the business to maintain competitiveness."
18	Strategic management: Strategic thinking	"Strategic thinking involves the generation and application of unique business insights to opportunities intended to create competitive advantage for a firm or organization. It involves challenging the assumptions underlying the organization's strategy and value proposition. Mintzberg wrote in 1994 that it is more about synthesis than analysis. It is about ""capturing what the manager learns from all sources and then synthesizing that learning into a vision of the direction that the business should pursue."" Mintzberg argued that strategic thinking is the critical part of formulating strategy, more so than strategic planning exercises.General Andre Beaufre wrote in 1963 that strategic thinking ""is a mental process, at once abstract and rational, which must be capable of synthesizing both psychological and material data.  The strategist must have a great capacity for both analysis and synthesis; analysis is necessary to assemble the data on which he makes his diagnosis, synthesis in order to produce from these data the diagnosis itself--and the diagnosis in fact amounts to a choice between alternative courses of action.""Will Mulcaster argued that while much research and creative thought has been devoted to generating alternative strategies, too little work has been done on what influences the quality of strategic decision making and the effectiveness with which strategies are implemented. For instance, in retrospect it can be seen that the financial crisis of 2008–9 could have been avoided if the banks had paid more attention to the risks associated with their investments, but how should banks change the way they make decisions to improve the quality of their decisions in the future? Mulcaster's Managing Forces framework addresses this issue by identifying 11 forces that should be incorporated into the processes of decision making and strategic implementation. The 11 forces are: Time; Opposing forces; Politics; Perception; Holistic effects; Adding value; Incentives; Learning capabilities; Opportunity cost; Risk and Style."
19	Strategic management: Strategic planning	Strategic planning is a means of administering the formulation and implementation of strategy. Strategic planning is analytical in nature and refers to formalized procedures to produce the data and analyses used as inputs for strategic thinking, which synthesizes the data resulting in the strategy. Strategic planning may also refer to control mechanisms used to implement the strategy once it is determined. In other words, strategic planning happens around the strategy formation process.
20	Strategic management: Environmental analysis	"Porter wrote in 1980 that formulation of competitive strategy includes consideration of four key elements:

Company strengths and weaknesses;
Personal values of the key implementers
Industry opportunities and threats; and
Broader societal expectations.The first two elements relate to factors internal to the company, while the latter two relate to factors external to the company.There are many analytical frameworks which attempt to organize the strategic planning process. Examples of frameworks that address the four elements described above include:

External environment: PEST analysis or STEEP analysis is a framework used to examine the remote external environmental factors that can affect the organization, such as political, economic, social/demographic, and technological. Common variations include SLEPT, PESTLE, STEEPLE, and STEER analysis, each of which incorporates slightly different emphases.
Industry environment: The Porter Five Forces Analysis framework helps to determine the competitive rivalry and therefore attractiveness of a market. It is used to help determine the portfolio of offerings the organization will provide and in which markets.
Relationship of internal and external environment: SWOT analysis is one of the most basic and widely used frameworks, which examines both internal elements of the organization—Strengths and Weaknesses—and external elements—Opportunities and Threats. It helps examine the organization's resources in the context of its environment."
21	Strategic management: Scenario planning	A number of strategists use scenario planning techniques to deal with change. The way Peter Schwartz put it in 1991 is that strategic outcomes cannot be known in advance so the sources of competitive advantage cannot be predetermined. The fast changing business environment is too uncertain for us to find sustainable value in formulas of excellence or competitive advantage. Instead, scenario planning is a technique in which multiple outcomes can be developed, their implications assessed, and their likeliness of occurrence evaluated. According to Pierre Wack, scenario planning is about insight, complexity, and subtlety, not about formal analysis and numbers.Some business planners are starting to use a complexity theory approach to strategy. Complexity can be thought of as chaos with a dash of order. Chaos theory deals with turbulent systems that rapidly become disordered. Complexity is not quite so unpredictable. It involves multiple agents interacting in such a way that a glimpse of structure may appear.
22	Strategic management: Measuring and controlling implementation	"Once the strategy is determined, various goals and measures may be established to chart a course for the organization, measure performance and control implementation of the strategy. Tools such as the balanced scorecard and strategy maps help crystallize the strategy, by relating key measures of success and performance to the strategy. These tools measure financial, marketing, production, organizational development, and innovation measures to achieve a 'balanced' perspective.  Advances in information technology and data availability enable the gathering of more information about performance, allowing managers to take a much more analytical view of their business than before.
Strategy may also be organized as a series of ""initiatives"" or ""programs"", each of which comprises one or more projects. Various monitoring and feedback mechanisms may also be established, such as regular meetings between divisional and corporate management to control implementation."
23	Strategic management: Evaluation	A key component to strategic management which is often overlooked when planning is evaluation. There are many ways to evaluate whether or not strategic priorities and plans have been achieved, one such method is Robert Stake's Responsive Evaluation.  Responsive evaluation provides a naturalistic and humanistic approach to program evaluation. In expanding beyond the goal-oriented or pre-ordinate evaluation design, responsive evaluation takes into consideration the program’s background, conditions, and transactions among stakeholders. It is largely emergent, the design unfolds as contact is made with stakeholders.
24	Strategic management: Limitations	"While strategies are established to set direction, focus effort, define or clarify the organization, and provide consistency or guidance in response to the environment, these very elements also mean that certain signals are excluded from consideration or de-emphasized. Mintzberg wrote in 1987: ""Strategy is a categorizing scheme by which incoming stimuli can be ordered and dispatched."" Since a strategy orients the organization in a particular manner or direction, that direction may not effectively match the environment, initially or over time as circumstances change. As such, Mintzberg continued, ""Strategy  is a force that resists change, not encourages it.""Therefore, a critique of strategic management is that it can overly constrain managerial discretion in a dynamic environment. ""How can individuals, organizations and societies cope as well as possible with ... issues too complex to be fully understood, given the fact that actions initiated on the basis of inadequate understanding may lead to significant regret?""  Some theorists insist on an iterative approach, considering in turn objectives, implementation and resources. I.e., a ""...repetitive learning cycle  a linear progression towards a clearly defined final destination."" Strategies must be able to adjust during implementation because ""humans rarely can proceed satisfactorily except by learning from experience; and modest probes, serially modified on the basis of feedback, usually are the best method for such learning.""In 2000, Gary Hamel coined the term strategic convergence to explain the limited scope of the strategies being used by rivals in greatly differing circumstances. He lamented that successful strategies are imitated by firms that do not understand that for a strategy to work, it must account for the specifics of each situation.
Woodhouse and Collingridge claim that the essence of being “strategic” lies in a capacity for ""intelligent trial-and error"" rather than strict adherence to finely honed strategic plans. Strategy should be seen as laying out the general path rather than precise steps. Means are as likely to determine ends as ends are to determine means.  The objectives that an organization might wish to pursue are limited by the range of feasible approaches to implementation. In turn, the range of feasible implementation approaches is determined by the availability of resources."
25	Strategic management: Strategic themes	Various strategic approaches used across industries have arisen over the years.  These include the shift from product-driven demand to customer- or marketing-driven demand, the increased use of self-service approaches to lower cost, changes in the value chain or corporate structure due to globalization, and the internet.
26	Strategic management: Self-service	"One theme in strategic competition has been the trend towards self-service, often enabled by technology, where the customer takes on a role previously performed by a worker to lower the price. Examples include:

Automated teller machine to obtain cash rather via a bank teller;
Self-service at the gas pump rather than with help from an attendant;
Retail internet orders input by the customer rather than a retail clerk, such as online book sales;
Mass-produced ready-to-assemble furniture transported by the customer;
Self-checkout at the grocery store; and
Online banking and bill payment."
27	Strategic management: Globalization and the virtual firm	One definition of globalization refers to the integration of economies due to technology and supply chain process innovation. Companies are no longer required to be vertically integrated. In other words, the value chain for a company's product may no longer be entirely within one firm; several entities comprising a virtual firm may exist to fulfill the customer requirement.  For example, some companies have chosen to outsource production to third parties, retaining only design and sales functions inside their organization.
28	Strategic management: Internet and information availability	"The internet has dramatically empowered consumers and enabled buyers and sellers to come together with drastically reduced transaction and intermediary costs, creating much more robust marketplaces for the purchase and sale of goods and services. Examples include online auction sites, internet dating services, and internet book sellers. In many industries, the internet has dramatically altered the competitive landscape. Services that used to be provided within one entity are now provided by third parties. Further, compared to traditional media like television, the internet has caused a major shift in viewing habits through on demand content which has led to an increasingly fragmented audience.Author Phillip Evans said in 2013 that networks are challenging traditional hierarchies. Value chains may also be breaking up where information aspects can be separated from functional activity. Data that is readily available for free or very low cost makes it harder for information-based, vertically integrated businesses to remain intact. Evans said: ""The basic story here is that what used to be vertically integrated, oligopolistic competition among essentially similar kinds of competitors is evolving, by one means or another, from a vertical structure to a horizontal one. Why is that happening? It's happening because transaction costs are plummeting and because scale is polarizing. The plummeting of transaction costs weakens the glue that holds value chains together, and allows them to separate.""  He used Wikipedia as an example of a network that has challenged the traditional encyclopedia business model. Evans predicts the emergence of a new form of industrial organization called a ""stack"", analogous to a technology stack, in which competitors rely on a common platform of inputs, essentially layering the remaining competing parts of their value chains on top of this common platform."
29	Strategic management: Sustainability	"In the recent decade, sustainability—or ability to successfully sustain a company in a context of rapidly changing environmental, social, health, and economic circumstances—has emerged as crucial aspect of any strategy development. Research focusing on corporations and leaders who have integrated sustainability into commercial strategy has led to emergence of the concept of ""embedded sustainability"" – defined by its authors Chris Laszlo and Nadya Zhexembayeva as ""incorporation of environmental, health, and social value into the core business with no trade-off in price or quality—in other words, with no social or green premium."" Laszlo and Zhexembayeva's research showed that embedded sustainability offers at least seven distinct opportunities for business value and competitive advantage creation: a) better risk-management, b) increased efficiency through reduced waste and resource use, c) better product differentiation, d) new market entrances, e) enhanced brand and reputation, f) greater opportunity to influence industry standards, and g) greater opportunity for radical innovation. Nadya Zhexembayeva's 2014 research further suggested that innovation driven by resource depletion can result in fundamental competitive advantages for a company's products and services, as well as the company strategy as a whole, when right principles of innovation are applied."
30	Strategic management: Strategy as learning	"In 1990, Peter Senge, who had collaborated with Arie de Geus at Dutch Shell, popularized de Geus' notion of the ""learning organization"". The theory is that gathering and analyzing information is a necessary requirement for business success in the information age. To do this, Senge claimed that an organization would need to be structured such that:
People can continuously expand their capacity to learn and be productive.
New patterns of thinking are nurtured.
Collective aspirations are encouraged.
People are encouraged to see the ""whole picture"" together.Senge identified five disciplines of a learning organization. They are:

Personal responsibility, self-reliance, and mastery – We accept that we are the masters of our own destiny. We make decisions and live with the consequences of them. When a problem needs to be fixed, or an opportunity exploited, we take the initiative to learn the required skills to get it done.
Mental models – We need to explore our personal mental models to understand the subtle effect they have on our behaviour.
Shared vision – The vision of where we want to be in the future is discussed and communicated to all. It provides guidance and energy for the journey ahead.
Team learning – We learn together in teams. This involves a shift from ""a spirit of advocacy to a spirit of enquiry"".
Systems thinking – We look at the whole rather than the parts. This is what Senge calls the ""Fifth discipline"". It is the glue that integrates the other four into a coherent strategy. For an alternative approach to the ""learning organization"", see Garratt, B..Geoffrey Moore and R. Frank and P. Cook also detected a shift in the nature of competition. Markets driven by technical standards or by ""network effects"" can give the dominant firm a near-monopoly. The same is true of networked industries in which interoperability requires compatibility between users. Examples include Internet Explorer's and Amazon's early dominance of their respective industries. IE's later decline shows that such dominance may be only temporary.
Moore showed how firms could attain this enviable position by using E.M. Rogers' five stage adoption process and focusing on one group of customers at a time, using each group as a base for reaching the next group. The most difficult step is making the transition between introduction and mass acceptance.. If successful a firm can create a bandwagon effect in which the momentum builds and its product becomes a de facto standard."
