Index	Title	Content
10	About Horror	"Take a trip back to a time when late night creature features were all the rage and the personalities that presented them were just as popular as the movies.

Beginning in the 1950s, the horror fest was a staple of regional television. From ghouls to vampires – to werewolves and crypt keepers – every host had a persona to suit their unique personalities."
11	Abraham Lincoln's Gettysburg Address	"Four score and seven years ago our fathers brought forth on this continent, a new nation, conceived in Liberty, and dedicated to the proposition that all men are created equal.
Now we are engaged in a great civil war, testing whether that nation, or any nation so conceived and so dedicated, can long endure. We are met on a great battle-field of that war. We have come to dedicate a portion of that field, as a final resting place for those who here gave their lives that that nation might live. It is altogether fitting and proper that we should do this.
But, in a larger sense, we can not dedicate -- we can not consecrate -- we can not hallow -- this ground. The brave men, living and dead, who struggled here, have consecrated it, far above our poor power to add or detract. The world will little note, nor long remember what we say here, but it can never forget what they did here. It is for us the living, rather, to be dedicated here to the unfinished work which they who fought here have thus far so nobly advanced. It is rather for us to be here dedicated to the great task remaining before us -- that from these honored dead we take increased devotion to that cause for which they gave the last full measure of devotion -- that we here highly resolve that these dead shall not have died in vain -- that this nation, under God, shall have a new birth of freedom -- and that government of the people, by the people, for the people, shall not perish from the earth."
12	Alacola Valley	Water. Clear, fresh and life-giving to the crops of the Alacola Valley. Rushing ever onward to the sea. The waters of the Minset River visit this lush valley to replenish the soil and color the land. Yellow citrus, green vegetables, blueberries and ruby-red fruit checkerboard the landscape in brilliant hues. Farmers, who have tended this land for generations move from field to field inspecting the size, calculating weight and measuring progress. Progress is slow. But only with time can the flavors of the Alcola Valley reach perfection. And it's perfection that's what the Valley is all about. The possibility of an early frost and the consequence of   even three extra days of rain weighs heavily on the minds of the caretakers. But today is glorious and worry will wait until tomorrow.
13	Alacola Valley #02	Water. Clear, fresh and life-giving to the crops of the Alacola Valley. Rushing ever onward to the sea. The waters of the Minset River visit this lush valley to replenish the soil and color the land. Yellow citrus, green vegetables, blueberries and ruby-red fruit checkerboard the landscape in brilliant hues. Farmers, who have tended this land for generations move from field to field inspecting the size, calculating weight and measuring progress. Progress is slow. But only with time can the flavors of the Alacola Valley reach perfection. And it's perfection that the Alacola Valley is all about. The possibility of a early frost, the likelihood of invading insects and the consequences of even 3 extra days of rain weighs heavily on the minds of the land's caretakers. But today is glorious and worry will wait until tomorrow.
14	Albert Einstein	"Albert Einstein 

Albert Einstein was a genius, and one of the greatest physicists of all time.  His famous “Theories of Relativity” which describe the relationship between mass and energy, and between space and time, were published in 1905 and 1916. Einstein was born of Jewish parents in Ulm, Germany. He spent many years in Switzerland, becoming a Swiss Citizen in 1901, and gaining his Doctor of Philosophy degree in 1905 from Zürich University. It was while employed as a patent clerk in Berne that he published his first “Theory of Relativity”. This contained his famous equation: E=mc2, which explains the relationship between mass and energy."
15	Ambassadors of Hope and Opportunity	"Just north of San Francisco lies Marin County, which is often regarded as one of the wealthiest in the country.  Despite the affluence, there is still a vulnerable population of young people often being overlooked.  Homeless young adults are off the grid.  They're not being counted in the census or by any single Marin County agency.
They don't have cell phones, they don't have a mailing address, they don't have email.
They don't have driver's licenses or cars.  They're sleeping on friends' couches, camped out in the hills above Gerstle Park, sleeping in parked cars and who knows where else.
Doing everything they can to remain hidden."
16	America's Castles - Grand Plantations	"Once upon a time in America, there was a classic feudal system.
Not unlike those built around the of the castles of Europe.
Where serf and slave existed to serve a noble aristocracy,
and protect a grand lifestyle.

“They were the best of times they were the worst of times”

Charles Dickens opening words in a Tale of Two Cities
could as well have described life in the American south
in the Antebellum Era, the days before the Civil War.

It was a time when the planters made enormous fortunes
built on the labor of slaves fueled by sugar cane, rice and
king cotton.

The results were the grand plantations of the old south.
Spectacular homes designed for opulent lifestyles.

It was a time of incredible irony.
Where beauty and ugliness, gentility and brutality,
humanity and inhumanity lived side by side,
in mansion and slave quarter.

On this episode  of America's Castles
we'll follow the Mississippi River from New Orleans to Natchez
as we look at some of the Grand Plantations of the old south.

RH"
17	America's Money Vault	Whether it’s cash, gold, or digital bits, we all know that money makes the world go round. And what that money is worth depends on trust. Trust that the engines that power it all won’t fail. For the first time, National Geographic is going to take you inside the system. Places that you’re not allowed to bring a camera – straight into the vaults of the world’s largest stash of what you want, need, and bust your butt to get – money. One of the places that truly controls money is the central bank of the United States – the Federal Reserve. They count it, store it, move it, inflate it, deflate it, destroy, stabilize, lend and buy it…and make a profit off of it. But above all, they protect it.
18	American Exceptionalism is a Dangerous Myth	An inability to change is symptomatic of a people who consider themselves chosen and who cannot surrender their chosenness. When we look at our nation now, do we see the virtuous republic our history has always placed before us as if it were a sacred chalice? The thought seems preposterous. America was exceptional once, to go straight to the point. But this was not for the reasons Americans thought of themselves as such. America was exceptional during the decades when westward land seemed limitless—from independence until 1890, if we take the census bureau’s word for the latter date. For roughly a century, then, Americans were indeed able to reside outside of history—or pretend they did. But this itself, paradoxically, was no more than a circumstance of history. Americans have given the century and some since over to proving what cannot be proved. This is what lends the American century a certain tragic character: It proceeded on the basis of a truth that was merely apparent, not real. Do Americans have a democratic mission? Finally someone has asked. And the only serious answer is, “They never did.”
19	American Film Institute	Film, even from its silent days in the 1920s, has proven to be an art form particularly suitable for handling intimate psychological subjects. It is a medium of observation, the almost clinical recording of human behavior, with every nuance of expression and gesture enhanced in the close-up. As a highly controlled flow of images, film is uniquely able to reflect the flux of mental and emotional experience. Madness, which raises basic questions about the nature of these experiences, has been a very popular subject for filmmakers. For the film artist, madness is a subject that probes the darkest and most hidden side of our being.
20	American Gothic	"In 1930, an Iowa artist named Grant Wood asked his sister and his dentist to pose for a painting; a tribute to the tough rural stock of America. 

He dressed his sister in a simple frock: a white collar held close around her neck by a broach. The dentist he outfitted in overalls, a band collar shirt buttoned tight around the throat and a dark business jacket. 

He posed the couple, board-stiff in front of a plain house. 

The man, transformed by art into a Midwestern farmer, grips a pitchfork and stares straight ahead. The woman looks away. 

The resulting painting, called American Gothic, became one of the most enduring images of the decade, an icon of the spirit that survived the hard times of the Depression."
21	American Teacher	The debate about public education has never been louder. There are dozen of theories out there about what works and what doesn’t. We’ve experimented with charter schools, test standards, class size, curricula and technology. It turns out that most people agree that a teacher is the most important in-school factor to a child’s success. And yet the teaching profession has never been less respected and less understood.
22	Anaconda	Giant snakes have a reputation of being aggressive. The anaconda measures over 16 feet and weighs 180 pounds. Its mouth is like a clamp and an animal struggling to get free only sets the grip tighter. At the same time it sets its bite, the anaconda loops its powerful coils around its victim and begins to squeeze. The process takes little more than a second, hardly enough time to react.
23	Ancient Alien Theory	"According to ancient alien theorists, extraterrestrials with superior knowledge of science and engineering landed on Earth thousands of years ago, sharing their expertise with early civilizations and forever changing the course of human history. But how did this concept develop, and is there any evidence to support it?

Ancient alien theory grew out of the centuries-old idea that life exists on other planets, and that humans and extraterrestrials have crossed paths before. The theme of human-alien interaction was thrust into the spotlight in the 1960s, driven by a wave of UFO sightings and popular films like 2001: A Space Odyssey. The space program played no small part in this as well: If mankind could travel to other planets, why couldn’t extraterrestrials visit Earth?

In 1968, the Swiss author Erich von Däniken published Chariots of the Gods?, which became an immediate bestseller. In it, he put forth his hypothesis that, thousands of years ago, space travelers from other planets visited Earth, where they taught humans about technology and influenced ancient religions. He is regarded by many as the father of ancient alien theory, also known as the ancient astronaut theory.

Most ancient alien theorists, including von Däniken, point to two types of evidence to support their ideas. The first is ancient religious texts in which humans witness and interact with gods or other heavenly beings who descend from the sky—sometimes in vehicles resembling spaceships—and possess spectacular powers. The second is physical specimens such as artwork depicting alien-like figures and ancient architectural marvels like Stonehenge and the pyramids of Egypt.

If aliens visited Earth in the past, could they make an appearance in the future? For ancient alien theorists, the answer is a resounding yes. They believe that, by sharing their views with the world, they can help prepare future generations for the inevitable encounter that awaits them."
24	Ancient Computer	"In 1900, a storm blew a boatload of sponge divers off course and forced them to take shelter by the tiny Mediterranean island of Antikythera. 

Diving the next day, they discovered a 2,000 year-old Greek shipwreck. Among the ship's cargo they hauled up was an unimpressive green lump of corroded bronze. Rusted remnants of gear wheels could be seen on its surface, suggesting some kind of intricate mechanism.

The first X-ray studies confirmed that idea, but how it worked and what it was for puzzled scientists for decades. Recently, hi-tech imaging has revealed the extraordinary truth: this unique clockwork machine was the world's first computer. 

An array of 30 intricate bronze gear wheels, originally housed in a shoebox-size wooden case, was designed to predict the dates of lunar and solar eclipses, track the Moon's subtle motions through the sky, and calculate the dates of significant events such as the Olympic Games. 

No device of comparable technological sophistication is known from anywhere in the world for at least another 1,000 years. 

So who was the genius inventor behind it? And what happened to the advanced astronomical and engineering knowledge of its makers? 

Contributed by Daniel Krempa"
25	Another U2 Spy Plane Incident	"On October 27, 1962, just as the Cuban Missile Crisis was reaching its boiling point, an American U-2 spy plane took off from Alaska en route to a routine reconnaissance mission near the North Pole. Pilot Charles Maultsby was supposed to use celestial navigation to find his way, but halfway through the trip his view of the night sky became hopelessly obscured by the glow of the aurora borealis, or “northern lights.” With no visual markers to guide him, Maultsby soon drifted far off course and inadvertently crossed the border into the Soviet Union.

Because the situation in Cuba still rested on a knife-edge, Maultsby’s accidental detour carried possibly catastrophic consequences. Worried the U-2 could be a nuclear bomber, the Soviets scrambled several MiG fighter jets and sent them on a course to destroy the intruding aircraft. The Air Force responded by dispatching two F-102 fighters armed with nuclear-tipped missiles to shepherd Maultsby back to Alaska. Any confrontation between the two groups of aircraft could have potentially ended in all-out war, but Maultsby managed to glide his U-2—which had long since run out of fuel—out of Soviet airspace before he could be intercepted. Having averted disaster on two fronts, President John F. Kennedy and Soviet leader Nikita Khrushchev would find a peaceful resolution to the Cuban Missile Crisis the following day."
26	Ansel Adams - A letter to his father	June 8th, 1920. Dear Father: I am more than ever convinced that the only possible way to interpret the scenes hereabout is through an impressionistic vision. A cold material representation gives one no conception whatsoever  of the great size and distances of these mountains.  Ansel.
27	Antarctica	Far to the south lies a land of dazzling snow fields, crystalline glaciers, and dramatically carved ice mountains soaring above an untamed frozen wilderness. There are no human sounds in this land of primeval beauty, only the wild cries of birds, seals, and whales echoing across a vast expanse of land and sea. Experience the wonders and grandeur of a land where few have ever set foot as we discover the world’s last frontier -- the great White Continent. This special voyage takes place during the austral summer, when the weather is best, temperatures are moderate, and days are long. Penguin chicks are hatching and it is common to see elephant seals along the beaches.
28	Apollo 16	The year was 1967, and the astronauts of Apollo 16 were going to the moon.  This is Charlie Duke, Lunar Module Pilot on Apollo 16. This amazing little capsule went by the call-sign CASPER, and it was the heart of an immense system of rocket engineering that got the astronauts safely to the moon and back.
29	Appalachian Trail	"There's a bumper sticker on my Toyota with the words ""My other car is a pair of boots.""  I smiled when I bought it long ago, because I've always felt most at home with a carpet of green at my feet and a canopy of branches and sky above.  Now when I see that sticker I still smile, but I also feel pride and wonder at the astonishing reality of those words.  For just over five months in 2008, my other car was actually four pairs of boots.  That's how many I wore out walking the 2,175-mile Appalachian Trail.  I'm told that's about 5 million steps.
     Quite possibly the world's most famous footpath, the Appalachian Trail wanders through 14 states, from Georgia to Maine.  It is within a day's drive of two-thirds of the United State's population, and every year an average of 2 to 3 million people will walk some section of it.  Most will be day hikers.  But according to the Appalachian Trail Conservancy, some 1,500 intrepid souls will set out to walk - or ""thru-hike,"" as it's called - the entire trail.  Of those, only about one in four will succeed."
30	Argentina	"Mention Argentina and images of gauchos and the tango come to mind. But for many who visit it’s also a country full of natural treasures. These range from its barren northern landscapes to the sheer beauty of the soaring Andes. 

At the center of all this is the capital city of Buenos Aires, renowned for its European sophistication. Despite its size, one-third of the population of Argentina clusters in Buenos Aires, the economic core of the country, and one of the largest metropolitan areas in the world.

It’s a rare privilege indeed to be able to get this exceptional perspective of the capital, because from this vantage point one can truly appreciate the grandeur of this legendary city.

Below us now is the famous “plaza de mayo” considered to be the very heart of Argentina. It is in this square that the people have always come together, in good times and in bad."
31	Armenian Genocide Museum of America	"OPEN:

""The Holocaust was not the first genocide of the 20th century. During the first World War, the Ottoman Empire sought to eliminate an entire ethnic group of people. Armenian culture and history thrived for over 3000 years at the crossroads of Europe and Asia.""

CLOSE:

""In the 20th century, an estimated 15 million people have been wiped off the face of the earth by genocide. To learn from these dark chapters of human history will require overcoming denial, facing the truth, and coming to terms with genocide, to avoid repeating it."""
32	Army Rangers	"these are america's elite shock troops

the United States Army 75th Ranger Regiment

a select unit trained to stagger an adversary with Lethal speed and firepower

executed across land

sea or from the air theirs is a complex operation

that is  clear-cut in its objective

but to operate deep in hostile territory

the Rangers must put themselves in constant peril

one mistake in and a ranger unit can wind up

outmanned outgunned and far from help.  it is a threat that has claimed Ranger lives

as recently as 1993

in an ambush in war-torn alleys of Somalia

they are guided by a long and illustrious Ranger tradition

forged in some of the most dangerous campaigns ever faced by american

fighting men"
33	Ashokan Farewell	"In great deeds something abides.
On great fields something stays.
Forms change;
bodies disappear;
spirits linger,
to consecrate ground for the vision-place of souls.

And reverent men and women from afar,
and generations that know us not of,
heart-drawn to see where and by whom
great things were suffered and done for them,
shall come to this deathless field, to ponder and dream;

and lo!  

The shadows of a mighty presence
shall wrap them in its bosom,
and the power of the vision pass into
their souls.

Major-General Joshua Chamberlain
Gettysburg, Pennsylvania
October 3, 1889

Contributed by Richurd."
34	Athens	Whether one comes by air, sea, or land, the visitor to Athens enters a metropolis. It’s a huge city ... an urban sea, surging around a few outcroppings of rock ... a sea which spreads a little farther with each passing year. Built around the remains of antiquity, the modern city of Athens has sent its long straight avenues pushing out beyond its own limits, particularly across the plain leading to the sea.
35	Atom Bomb	On August 9th, it was announced over the Missouri’s public address that an atom bomb was dropped on a Japanese city. The description of the enormity of this weapon and the massive damage it caused horrified just about everyone aboard. There followed a series of “false peaces.” Air strikes had been routinely launched on August 15th, but an announcement was made that we were attempting to recall the planes. The Japanese had finally accepted our peace terms, and the war was over. There was shouting and cheering when the news came over the Missouri’s public address, but several thousand men crowded together in a wartime battleship...
36	Audrey Hepburn	"Audrey Hepburn

Audrey Hepburn’s real story is one of a reluctant celebrity who came to understand the true value of her fame when she took the spotlight off herself, and shone it directly on the faces of the world’s children.  That is how we came to truly know her, continued to be captivated by her, and why we are still in love with her.  Today she remains the personification of irresistible charm, grace, and dignity."
37	Bandicoot	A western narred bandicoot scampers through dense scrub and thickets after nightfall, searching for food. The little marsupial adeptly unearths insects and roots with its sharp foreclaws, and with its long nose probes the sandy soil and crevices for seeds and herbs. During the day, the solitary bandicoot nestles into a shallow nest to sleep, undetected beneath a cover of gathered plant or seagrass litter. This species is no longer found on the mainland, and now exists only on two island nature reserves, where it is protected from introduced predators and habitat changes.
38	Baseball	In our next segment, we visit individual stadiums, explore tales of the classic teams, legendary stars, and the devotion of the American baseball fan. First stop: Yankee Stadium, home of the team America loves to hate and breeding ground for a host of superstars and legends. Back at the Hall of Fame in the World Series room, we explore the lives of ordinary men with extraordinary skills. And look at how and why Americans have elevated such men to mythic places in our folklore. Chicago, Illinois -- in America’s foremost sports city, our first location is Comiskey Park, the oldest standing major league ballpark in America.
39	Baseball (Ken Burn's Documentary)	"In 1909, a man named Charles Hercules Ebbets began secretly buying up adjacent parcels of land in the Flatbush section of Brooklyn including the site of a garbage dump called “pig town” because of the pigs that once ate their fill there and the stench that filled the air. 

He hoped eventually to build a permanent home for the lackluster baseball team he had once worked for and now owned. The team was called the Trolley Dodgers or just the Dodgers after the way their devoted fans negotiated Brooklyn’s busy streets.

In 1912, construction began. By the time it was completed, “pig town” had been transformed into Ebbets Field, baseball’s newest shrine where some of the games greatest drama would take place.

In the years to come, Dodger fans would see more bad times than good but hardly cared.  Listen to the southern cadences of a pioneer broadcaster and witness first hand when a black man wearing the number 42 trotted out to first base.

Submitted by TxTom"
40	Beavers	The beaver builds its lodge out of intertangled twigs and sticks; as freezing weather nears, they plaster their lodge with mud, making a concrete layer that no predator can break through. During the early nineteenth century, the beaver pelt was the single most valuable commodity; the pelt being used for robes, coats, clothing trims, and top hats.
41	Bellydancing	One of the biggest misconceptions about belly dancing is that its purpose is to entertain men.  It's not-it's actually used to entertain women and for fertility rites.  It's been portrayed in hieroglyphics on the pyramids; it's one of the oldest recorded dances in history.
42	Biblical Narration	"16 For God so loved the world, that he gave his only begotten Son, that whosoever believeth in him should not perish, but have everlasting life.
17 For God sent not his Son into the world to condemn the world; but that the world through him might be saved.
18 He that believeth on him is not condemned: but he that believeth not is condemned already, because he hath not believed in the name of the only begotten Son of God.
Saint John's Gospel Chapter 3 Verse 16 through 18"
43	Big Fork Montana: Arts and Entertainment City Confidential	"Big Fork Montana: Arts And Entertainment - City Confidential
In 1997 it was hard not to believe in Big Fork's dark side. The ruthless murder of a well-known resident stunned the town. The crime loomed over this bayside village for months, as the astonishing facts about who was behind the killing came to light. Big Fork Montana, an isolated outpost on the shore of Flathead Lake, a rustic village whose shutters are continuously rattled by an ongoing real estate boom, but behind the for sale signs and story book façade exists the old Big Fork a genuine sort of place found only in the mountain west."
44	Border Raiders	Most strongholds in the Border region employed groups of mercenaries known as reivers (or Raiders). These highly motivated soldiers would organize bloody Border raids to loot and kidnap; indeed to be visited by such a raiding party coined the phrase, “to be bereaved.” Once an individual was taken, he was dragged back to the castle, shacked and lowered through the hatch to the pit below.
45	Bullfrogs	Contrary to popular opinion, frogs aren't just selective eaters feasting only on flies. Take the bullfrog for example, they'll eat spiders, scorpions, rodents, snakes, fish and just about anything else that passes in front of them.
46	Bureau Of Engraving & Printing	If you’ve ever looked closely at one of the bills in your wallet, you will have noticed that each bill has green Treasury Seals and serial numbers, as well as black Federal Reserve Seals and District numbers. The presses at your left are overprinting this important information, in sequential order, on each bill while it is still in one sheet containing 16 bills. One hundred of these sheets at a time are then stacked into a plexiglass tray. There is a small suction cup underneath the counting device, making sure that the count is accurate and that no sheets have stuck together.
47	Businessmen Heroes	50 years ago, businessmen were folk heroes. You and I may think the first Henry Ford was an eccentric with a distinctly comic side -- but our grandfathers didn’t. At the turn of the century, a certain class of business figure enjoyed a degree of public admiration that Americans of that period offered to very few of their politicians. Over the years, but especially since World War II, that unqualified admiration has evaporated. The trouble has little to do with the conduct of business, and everything to do with the present stage of American technology.
48	Cacti	Dry Thorn Forest consists primarily of cacti. Among these is Opuntia moniliformis, known locally as alpargata, which may reach a height of twelve feet. Neoabottia paniculata, which may grow thirty feet high, is a tree cactus with a smooth trunk and spiny branches at the top, while Pilocereus polygonus is a shorter, many-branched tree cactus. A very spiny cactus called Leptocereus weingartiana creeps across the ground or climbs on other vegetation.
49	Canary Island Settlers to Texas - 1731	"Canary Island Families – On March 9, 1731, fifty-five Canary Islanders arrived at Béxar, becoming the first municipality in the Spanish province of Texas.

During the settlement of Texas in the early 1700’s, the Spanish government recognized the need to both Christianize and civilize the Indians of Texas. They also realized they would need to keep the French from encroaching on Spanish territory. They developed a three-fold strategy. 

First, was to establish a series of missions to bring Christianity to the Indians.  Next, protect those missions by a series of presidios - or forts and finally -  populate the territory with civil settlements loyal to New Spain.  The presidio of San Antonio de Béjar was established on the San Antonio River in 1718.  That same year, the mission of San Antonio de Valero was moved from the Rio Grande to the vicinity of the presidio, completing the first two stages of the three-fold strategy.  Béxar, as it was known, was populated only by a small group of soldiers and their few families. A civil government did not exist at this time. 

The last phase of the strategy was to establish a civil settlement or presence in Texas.  To that end, on February 14, 1719, the Marqués de San Miguel de Aguayo proposed to King Philip V of Spain that 400 families be transported from the Canary Islands, Galicia, or Havana - to populate the province of Texas. His plan was approved, and notice was given the Canary Islanders to furnish 200 families; the Council of the Indies suggested that 400 families should be sent from the Canaries to Texas by way of Havana and Veracruz.

By June 1730, twenty-five families had reached Cuba and ten families had been sent on to Veracruz before orders from Spain to stop the movement, arrived.

Under the leadership of Juan Leal Goraz, ten families started out from the Canary Islands.  Within a month after the group arrived at Cuatitlan in September of 1730, the number increased by marriages to fifteen families and four single men, a total of fifty-six persons.  This is evident from a comparison of the list of the families taken at Cuatitlán, September 9, 1730 with the official list taken just before they left Cuatitlan , November 8, 1730.  At Saltillo in the state of Coahuila a new list and inventory was taken on January 31, 1731.  They were provided with an escort of 10 soldiers to the Presidio de San Juan Bautista and from there they where escorted to the presidio of San Antonio de Béxar by Francisco Dubal, where they arrived at eleven o’clock in the morning on March 9, 1731.

The Alvarez Travieso and the Arocha families apparently joined the original party of settlers after their arrival at Cuatitlan .  A new and final list was made after arrival at San Antonio in order to confer upon them the title of nobility, as first settlers and upon their descendants, the title of Hijos Dalgos or ""Hidalgos"", mandated and so honored by the king of Spain, Philip V, each family head could use the term “Don” before his name, denoting his title.  Today, there are many individuals and families who are descendants from these original Canary Island colonists."
50	Cancer Battle	My wife, Elizabeth, always thought Dr. Kent took excellent care of her. I remember the day she received a call from him telling her that the results from the Pap smear performed during her first prenatal visit came back equivocal--basically unclear. Since Elizabeth had no family history of cancer, and because she knew she was in such great hands, she really wasn’t too concerned, and planned to return to Dr. Kent’s office for a repeat Pap in five months – at her first postpartum visit. She returned for the visit as scheduled and saw Rebecca-- Dr. Kent’s nurse practitioner. Since no one had told Elizabeth that she couldn’t have a Pap done while she was on her period, she had to reschedule her appointment. I don’t think Elizabeth was ever told how imperative it was for her to reschedule her appointment as soon as possible, otherwise she would have. She was so laid back and calm about the need to repeat the Pap smear – if only they had stressed the importance of rescheduling her appointment as soon as possible. Elizabeth lost her battle with cancer a few months later. I keep asking myself, why did this have to happen?
51	Caribbean Seafood	An early Caribbean traveler recorded the “rare kinds of fishes” he tasted at Barbadian tables this way: “Mullets, Macquerels, Parrot Fish, Snappers, Crabs, and Lobsters.” Like him, today’s island visitors relish the opportunity to taste fresh seafood with exotic names, and equally exotic preparations. Some of the Caribbean seafood dishes merely seem exotic because, forced by limited food supplies to be resourceful, islanders eat many species that are ignored or underutilized in the States.
52	Case Study: Forward	"Barack Obama was launched into the spotlight during the 2008 presidential election. The Yes We Can music video, created by Fred Goldring, has more than 25 million views and was named the 6th most important YouTube video of all time. The video brought the Obama brand to life, and set the stage for his time in the oval. 

Forward to 2012. With one term under his belt, came new experiences and shifting perceptions. The Obama brand was in need of a jolt of energy. A new campaign to instill a vision of hope among voters. To move Obama – Forward. A celeb-laden campaign featuring the single ‘Forward’ included Neyo, Herbie Hancock, Johnny Rzeznik and Natasha Bedingfield was unleashed the week before the election. Hosted on the wildly popular Noisey YouTube channel and a single released on iTunes, Forward set the stage for a grass-roots-style push for four more years."
